source_id,url,domain,source_family,source_type,trust_tier,linked_package_count,linked_packages,primary_topics,refresh_priority,notes
SRC-0123,https://github.com/fastapi/typer,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,typer,cli_ui; v0.6-media-video-audio-cli-build,normal,
SRC-0124,https://github.com/giampaolo/psutil,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,psutil,diagnostics; v0.3-image-restoration-face-segmentation,normal,
SRC-0125,https://github.com/gitpython-developers/GitPython,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,GitPython,repo_tools; v0.6-media-video-audio-cli-build,normal,
SRC-0126,https://github.com/google-research/torchsde,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,torchsde,sampling_math; v0.7-comfyui-runtime-grounding,normal,
SRC-0127,https://github.com/google/sentencepiece,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,sentencepiece,text_tokenization; v0.5-training-data-config-llm-framework,normal,
SRC-0128,https://github.com/gorakhargosh/watchdog,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,watchdog,filesystem_watch; v0.9-custom-node-training-web-deps,normal,
SRC-0129,https://github.com/griptape-ai/griptape,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,griptape,agent_framework; v0.9-custom-node-training-web-deps,normal,
SRC-0130,https://github.com/huggingface/controlnet_aux,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,controlnet-aux,controlnet_preprocessor; v0.3-image-restoration-face-segmentation,normal,
SRC-0131,https://github.com/hukkin/tomli-w,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,tomli-w,config; v0.9-custom-node-training-web-deps,normal,
SRC-0132,https://github.com/ijl/orjson/releases,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,orjson,json_serialization; v0.9-custom-node-training-web-deps,normal,
SRC-0133,https://github.com/imageio/imageio-ffmpeg,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,imageio-ffmpeg,media_video_io; v0.6-media-video-audio-cli-build,normal,
SRC-0134,https://github.com/kkroening/ffmpeg-python,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,ffmpeg-python,media_ffmpeg_graph; v0.6-media-video-audio-cli-build,normal,
SRC-0135,https://github.com/kubernetes-client/python,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,kubernetes,deployment_orchestration_client; v1.5-triton-serving-deployment-depth,normal,
SRC-0136,https://github.com/madmaze/pytesseract,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,pytesseract,ocr; v0.4-rag-ocr-llm-client,normal,
SRC-0137,https://github.com/mistralai/mistral-common,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,mistral-common,model_family_tokenization_chat_templates; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0138,https://github.com/mlfoundations/open_clip,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,open-clip-torch,vision_language_model; v0.9-custom-node-training-web-deps,normal,
SRC-0139,https://github.com/oconnor663/blake3-py,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,blake3,hashing_integrity; v0.7-comfyui-runtime-grounding,normal,
SRC-0140,https://github.com/ollama/ollama-python,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,ollama,llm_client; v0.4-rag-ocr-llm-client,normal,
SRC-0141,https://github.com/onnx/onnx/blob/main/INSTALL.md,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,onnx,model_format; v0.3-image-restoration-face-segmentation,high,
SRC-0142,https://github.com/open-webui/open-webui,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,open-webui,llm_ui; v0.5-training-data-config-llm-framework,normal,
SRC-0143,https://github.com/openai/openai-cookbook/blob/main/examples/How_to_count_tokens_with_tiktoken.ipynb,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,tiktoken,text_tokenization; v0.4-rag-ocr-llm-client,normal,
SRC-0144,https://github.com/openai/tiktoken,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,tiktoken,text_tokenization; v0.4-rag-ocr-llm-client,normal,
SRC-0145,https://github.com/opencv/opencv-python,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,opencv-python,image_video_io; v0.3-image-restoration-face-segmentation,normal,
SRC-0146,https://github.com/pharmapsychotic/clip-interrogator,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,clip-interrogator,prompt_interrogation; v0.9-custom-node-training-web-deps,normal,
SRC-0147,https://github.com/ppwwyyxx/cocoapi,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,pycocotools,dataset_eval_annotations; v0.9-custom-node-training-web-deps,normal,
SRC-0148,https://github.com/protocolbuffers/protobuf/blob/main/python/README.md,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,protobuf,serialization; v0.4-rag-ocr-llm-client,normal,
SRC-0149,https://github.com/pypa/auditwheel,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,auditwheel,wheel_repair_tool; v1.1-local-wheelhouse-native-build,normal,
SRC-0150,https://github.com/python-pillow/Pillow,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,Pillow,image_io; v0.3-image-restoration-face-segmentation,normal,
SRC-0151,https://github.com/pytorch/TensorRT/releases,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,torch-tensorrt,pytorch_tensorrt_bridge; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0152,https://github.com/pytorch/ao,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,torchao,pytorch_quantization_optimization; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0153,https://github.com/richzhang/PerceptualSimilarity,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,lpips,image_quality_metric; v0.9-custom-node-training-web-deps,normal,
SRC-0154,https://github.com/roboflow/supervision,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,supervision,computer_vision_utils; v0.9-custom-node-training-web-deps,normal,
SRC-0155,https://github.com/safetensors/safetensors,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,safetensors,model_io; v0.2-model-io,normal,
SRC-0156,https://github.com/sysid/sse-starlette,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,sse-starlette,server_sent_events_streaming; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0157,https://github.com/tox-dev/pipdeptree,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,pipdeptree,dependency_audit; v1.1-local-wheelhouse-native-build,normal,
SRC-0158,https://github.com/vllm-project/llm-compressor,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,2,compressed-tensors | llmcompressor,llm_quantization_format; llm_quantization_toolkit; v1.6-llm-serving-openai-compatible-depth,high,
SRC-0159,https://github.com/xinntao/Real-ESRGAN,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,realesrgan,restoration_upscale; v0.3-image-restoration-face-segmentation,normal,
SRC-0160,https://github.com/xinntao/Real-ESRGAN/issues/768,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,2,basicsr | realesrgan,restoration_upscale; v0.3-image-restoration-face-segmentation,normal,
SRC-0161,https://github.com/xinntao/facexlib,github.com,github_repositories,source_repository,upstream_repo_or_release_primary_when_official,1,facexlib,face_restore; v0.3-image-restoration-face-segmentation,normal,
SRC-0162,https://gitpython.readthedocs.io/,gitpython.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,GitPython,repo_tools; v0.6-media-video-audio-cli-build,normal,
SRC-0163,https://grpc.io/docs/languages/python/basics/,grpc.io,web_api_runtime_docs,web_reference,official_or_project_docs,1,grpcio-tools,grpc_proto_build_tooling; v1.5-triton-serving-deployment-depth,normal,
SRC-0164,https://grpc.io/docs/languages/python/quickstart/,grpc.io,web_api_runtime_docs,web_reference,official_or_project_docs,1,grpcio,grpc_rpc_transport; v1.5-triton-serving-deployment-depth,normal,
SRC-0165,https://h11.readthedocs.io/,h11.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,h11,python_http_protocol_core; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0166,https://huggingface.co/docs/accelerate/en/basic_tutorials/install,huggingface.co,huggingface_ecosystem_docs,install_documentation,official_docs_primary,1,accelerate,model_pipeline; v0.2-huggingface-diffusion,high,
SRC-0167,https://huggingface.co/docs/accelerate/en/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,accelerate,model_pipeline; v0.2-huggingface-diffusion,normal,
SRC-0168,https://huggingface.co/docs/accelerate/package_reference/accelerator,huggingface.co,huggingface_ecosystem_docs,api_reference,official_docs_primary,1,accelerate,model_pipeline; v0.2-huggingface-diffusion,normal,
SRC-0169,https://huggingface.co/docs/bitsandbytes/en/installation,huggingface.co,huggingface_ecosystem_docs,install_documentation,official_docs_primary,1,bitsandbytes,quantization_training; v0.5-training-data-config-llm-framework,high,
SRC-0170,https://huggingface.co/docs/bitsandbytes/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,bitsandbytes,quantization_training; v0.5-training-data-config-llm-framework,normal,
SRC-0171,https://huggingface.co/docs/datasets/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,datasets,data_loading; v0.5-training-data-config-llm-framework,normal,
SRC-0172,https://huggingface.co/docs/datasets/installation,huggingface.co,huggingface_ecosystem_docs,install_documentation,official_docs_primary,1,datasets,data_loading; v0.5-training-data-config-llm-framework,high,
SRC-0173,https://huggingface.co/docs/diffusers/en/optimization/xformers,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,2,diffusers | xformers,model_pipeline; attention_backend; v0.2-huggingface-diffusion; v0.2-core-runtime,normal,
SRC-0174,https://huggingface.co/docs/diffusers/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,diffusers,model_pipeline; v0.2-huggingface-diffusion,normal,
SRC-0175,https://huggingface.co/docs/diffusers/main/en/using-diffusers/using_safetensors,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,2,diffusers | safetensors,model_pipeline; model_io; v0.2-huggingface-diffusion; v0.2-model-io,normal,
SRC-0176,https://huggingface.co/docs/huggingface_hub/en/guides/download,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,huggingface_hub,model_io; v0.2-model-io,normal,
SRC-0177,https://huggingface.co/docs/huggingface_hub/en/package_reference/environment_variables,huggingface.co,huggingface_ecosystem_docs,api_reference,official_docs_primary,1,huggingface_hub,model_io; v0.2-model-io,normal,
SRC-0178,https://huggingface.co/docs/peft/en/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,peft,training_lora_finetune; v0.9-custom-node-training-web-deps,normal,
SRC-0179,https://huggingface.co/docs/peft/en/install,huggingface.co,huggingface_ecosystem_docs,install_documentation,official_docs_primary,1,peft,training_lora_finetune; v0.9-custom-node-training-web-deps,high,
SRC-0180,https://huggingface.co/docs/safetensors/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,safetensors,model_io; v0.2-model-io,normal,
SRC-0181,https://huggingface.co/docs/text-generation-inference/en/messages_api,huggingface.co,huggingface_ecosystem_docs,api_reference,official_docs_primary,1,text-generation,huggingface_tgi_client; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0182,https://huggingface.co/docs/text-generation-inference/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,3,guidance | outlines | text-generation,structured_output_guided_decoding; huggingface_tgi_client; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0183,https://huggingface.co/docs/timm/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,timm,vision_models; v0.5-training-data-config-llm-framework,normal,
SRC-0184,https://huggingface.co/docs/tokenizers/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,tokenizers,text_tokenization; v0.4-rag-ocr-llm-client,normal,
SRC-0185,https://huggingface.co/docs/tokenizers/installation,huggingface.co,huggingface_ecosystem_docs,install_documentation,official_docs_primary,1,tokenizers,text_tokenization; v0.4-rag-ocr-llm-client,high,
SRC-0186,https://huggingface.co/docs/transformers/en/index,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,transformers,model_pipeline; v0.2-huggingface-diffusion,normal,
SRC-0187,https://huggingface.co/docs/transformers/en/installation,huggingface.co,huggingface_ecosystem_docs,install_documentation,official_docs_primary,1,transformers,model_pipeline; v0.2-huggingface-diffusion,high,
SRC-0188,https://huggingface.co/docs/transformers/en/model_doc/grounding-dino,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,2,groundingdino | groundingdino-py,detection_segmentation; v0.9-custom-node-training-web-deps,normal,
SRC-0189,https://huggingface.co/docs/transformers/en/pipeline_tutorial,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,transformers,model_pipeline; v0.2-huggingface-diffusion,normal,
SRC-0190,https://huggingface.co/docs/transformers/en/tasks/zero_shot_object_detection,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,groundingdino,detection_segmentation; v0.9-custom-node-training-web-deps,normal,
SRC-0191,https://huggingface.co/timm,huggingface.co,huggingface_ecosystem_docs,web_reference,official_docs_primary,1,timm,vision_models; v0.5-training-data-config-llm-framework,normal,
SRC-0192,https://imageio.readthedocs.io/,imageio.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,imageio,media_image_video_io; v0.6-media-video-audio-cli-build,normal,
SRC-0193,https://imageio.readthedocs.io/en/stable/_autosummary/imageio.plugins.pyav.html,imageio.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,imageio,media_image_video_io; v0.6-media-video-audio-cli-build,normal,
SRC-0194,https://imageio.readthedocs.io/en/v2.10.1/reference/_backends/imageio.plugins.ffmpeg.html,imageio.readthedocs.io,project_documentation,api_reference,project_docs_primary_or_near_primary,0,,,normal,
SRC-0195,https://imageio.readthedocs.io/en/v2.34.2/_autosummary/imageio.plugins.ffmpeg.html,imageio.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,2,imageio | imageio-ffmpeg,media_image_video_io; media_video_io; v0.6-media-video-audio-cli-build,normal,
SRC-0196,https://ipywidgets.readthedocs.io/en/latest/user_install.html,ipywidgets.readthedocs.io,project_documentation,install_documentation,project_docs_primary_or_near_primary,1,ipywidgets,notebook_ui; v0.9-custom-node-training-web-deps,high,
SRC-0197,https://jcristharif.com/msgspec/,jcristharif.com,other_project_docs,web_reference,supporting_reference,1,msgspec,api_serialization_performance; v1.6-llm-serving-openai-compatible-depth,normal,
SRC-0198,https://kkroening.github.io/ffmpeg-python/,kkroening.github.io,other_project_docs,web_reference,supporting_reference,1,ffmpeg-python,media_ffmpeg_graph; v0.6-media-video-audio-cli-build,normal,
SRC-0199,https://kornia.readthedocs.io/en/latest/get-started/installation.html,kornia.readthedocs.io,project_documentation,install_documentation,project_docs_primary_or_near_primary,1,kornia,vision_tensor_ops; v0.5-training-data-config-llm-framework,high,
SRC-0200,https://lancedb.github.io/lancedb/python/python/,lancedb.github.io,other_project_docs,web_reference,supporting_reference,1,lancedb,rag_vector_db; v0.4-rag-ocr-llm-client,normal,
SRC-0201,https://librosa.org/doc/,librosa.org,other_project_docs,web_reference,supporting_reference,1,librosa,audio_analysis; v0.6-media-video-audio-cli-build,normal,
SRC-0202,https://librosa.org/doc/0.11.0/ioformats.html,librosa.org,other_project_docs,web_reference,supporting_reference,2,librosa | soundfile,audio_analysis; audio_io; v0.6-media-video-audio-cli-build,normal,
SRC-0203,https://librosa.org/doc/latest/install.html,librosa.org,other_project_docs,install_documentation,supporting_reference,1,librosa,audio_analysis; v0.6-media-video-audio-cli-build,high,
SRC-0204,https://lightning.ai/docs/torchmetrics/stable//image/learned_perceptual_image_patch_similarity.html,lightning.ai,other_project_docs,web_reference,supporting_reference,1,lpips,image_quality_metric; v0.9-custom-node-training-web-deps,normal,
SRC-0205,https://llama-cpp-python.readthedocs.io/en/latest/api-reference/,llama-cpp-python.readthedocs.io,project_documentation,api_reference,project_docs_primary_or_near_primary,1,llama-cpp-python,llm_runtime; v0.5-training-data-config-llm-framework,normal,
SRC-0206,https://matplotlib.org/stable/,matplotlib.org,other_project_docs,web_reference,supporting_reference,1,matplotlib,plotting_visualization; v0.6-media-video-audio-cli-build,normal,
SRC-0207,https://matplotlib.org/stable/users/installing/index.html,matplotlib.org,other_project_docs,install_documentation,supporting_reference,1,matplotlib,plotting_visualization; v0.6-media-video-audio-cli-build,high,
SRC-0208,https://mesonbuild.com/meson-python/,mesonbuild.com,other_project_docs,web_reference,supporting_reference,1,meson-python,native_build_backend; v1.1-local-wheelhouse-native-build,normal,
SRC-0209,https://ninja-build.org/,ninja-build.org,other_project_docs,web_reference,supporting_reference,1,ninja,native_build_tool; v0.6-media-video-audio-cli-build,normal,
SRC-0210,https://numpy.org/devdocs/numpy_2_0_migration_guide.html,numpy.org,scientific_python_docs,web_reference,official_or_project_docs,1,numpy,numeric; v0.3-image-restoration-face-segmentation,normal,
SRC-0211,https://numpy.org/doc/2.0/dev/depending_on_numpy.html,numpy.org,scientific_python_docs,web_reference,official_or_project_docs,1,numpy,numeric; v0.3-image-restoration-face-segmentation,normal,
SRC-0212,https://numpy.org/install/,numpy.org,scientific_python_docs,install_documentation,official_or_project_docs,1,numpy,numeric; v0.3-image-restoration-face-segmentation,high,
SRC-0213,https://nvidia.github.io/TensorRT-LLM/installation/linux.html,nvidia.github.io,other_project_docs,install_documentation,supporting_reference,1,tensorrt-llm,nvidia_tensorrt_llm; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0214,https://nvidia.github.io/cuda-python/cuda-bindings/latest/install.html,nvidia.github.io,other_project_docs,install_documentation,supporting_reference,4,cuda-bindings | cuda-pathfinder | cuda-python | cuda-toolkit,nvidia_cuda_python_bindings; nvidia_cuda_component_discovery; nvidia_cuda_python_api; v1.3-cudnn-backend-frontend-toolkit-depth,high,
SRC-0215,https://ollama.com/blog/functions-as-tools,ollama.com,other_project_docs,web_reference,supporting_reference,1,ollama,llm_client; v0.4-rag-ocr-llm-client,normal,
SRC-0216,https://omegaconf.readthedocs.io/en/2.3_branch/,omegaconf.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,omegaconf,config; v0.5-training-data-config-llm-framework,normal,
SRC-0217,https://omegaconf.readthedocs.io/en/2.3_branch/usage.html,omegaconf.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,omegaconf,config; v0.5-training-data-config-llm-framework,normal,
SRC-0218,https://onnx.ai/onnx/,onnx.ai,other_project_docs,web_reference,supporting_reference,1,onnx,model_format; v0.3-image-restoration-face-segmentation,normal,
SRC-0219,https://onnxruntime.ai/docs/execution-providers/CUDA-ExecutionProvider.html,onnxruntime.ai,onnx_runtime_docs,web_reference,official_docs_primary,4,nvidia-cudnn-cu11 | nvidia-cudnn-cu12 | nvidia-cudnn-cu13 | onnxruntime-gpu,nvidia_cudnn_backend_runtime; nvidia_cudnn_backend_runtime_legacy; inference_runtime; v1.3-cudnn-backend-frontend-toolkit-depth; v0.3-image-restoration-face-segmentation,high,
SRC-0220,https://onnxruntime.ai/docs/execution-providers/DirectML-ExecutionProvider.html,onnxruntime.ai,onnx_runtime_docs,web_reference,official_docs_primary,1,onnxruntime-directml,inference_runtime; v0.4-rag-ocr-llm-client,high,
SRC-0221,https://onnxruntime.ai/docs/get-started/with-python.html,onnxruntime.ai,onnx_runtime_docs,install_documentation,official_docs_primary,1,onnxruntime,inference_runtime; v0.3-image-restoration-face-segmentation,high,
SRC-0222,https://onnxruntime.ai/docs/install/,onnxruntime.ai,onnx_runtime_docs,install_documentation,official_docs_primary,3,onnxruntime | onnxruntime-directml | onnxruntime-gpu,inference_runtime; v0.3-image-restoration-face-segmentation; v0.4-rag-ocr-llm-client,high,
SRC-0223,https://packaging.pypa.io/,packaging.pypa.io,other_project_docs,web_reference,official_docs_primary,1,packaging,dev_runtime; v0.6-media-video-audio-cli-build,normal,
SRC-0224,https://packaging.python.org/en/latest/guides/writing-pyproject-toml/,packaging.python.org,python_packaging_build_docs,web_reference,official_docs_primary,1,build,build_frontend; v1.1-local-wheelhouse-native-build,normal,
SRC-0225,https://packaging.python.org/en/latest/tutorials/packaging-projects/,packaging.python.org,python_packaging_build_docs,web_reference,official_docs_primary,1,setuptools,build_packaging; v0.6-media-video-audio-cli-build,normal,
SRC-0226,https://pandas.pydata.org/,pandas.pydata.org,scientific_python_docs,web_reference,official_or_project_docs,1,pandas,data_processing; v0.5-training-data-config-llm-framework,normal,
SRC-0227,https://pandas.pydata.org/docs/getting_started/install.html,pandas.pydata.org,scientific_python_docs,install_documentation,official_or_project_docs,1,pandas,data_processing; v0.5-training-data-config-llm-framework,high,
SRC-0228,https://pillow.readthedocs.io/,pillow.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,Pillow,image_io; v0.3-image-restoration-face-segmentation,normal,
SRC-0229,https://pip-tools.readthedocs.io/en/latest/,pip-tools.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,pip-tools,dependency_locking; v1.1-local-wheelhouse-native-build,normal,
SRC-0230,https://pip.pypa.io/en/stable/cli/pip_wheel/,pip.pypa.io,python_packaging_build_docs,web_reference,official_docs_primary,0,,,normal,
SRC-0231,https://pip.pypa.io/en/stable/reference/build-system/,pip.pypa.io,python_packaging_build_docs,api_reference,official_docs_primary,1,pyproject-hooks,build_frontend; v1.1-local-wheelhouse-native-build,normal,
SRC-0232,https://prometheus.github.io/client_python/,prometheus.github.io,other_project_docs,web_reference,supporting_reference,1,prometheus-client,metrics_observability; v1.5-triton-serving-deployment-depth,normal,
SRC-0233,https://psutil.readthedocs.io/,psutil.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,psutil,diagnostics; v0.3-image-restoration-face-segmentation,normal,
SRC-0234,https://psutil.readthedocs.io/latest/install.html,psutil.readthedocs.io,project_documentation,install_documentation,project_docs_primary_or_near_primary,1,psutil,diagnostics; v0.3-image-restoration-face-segmentation,high,
SRC-0235,https://py-filelock.readthedocs.io/,py-filelock.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,filelock,filesystem_locking; v0.7-comfyui-runtime-grounding,normal,
SRC-0236,https://pyav.basswood-io.com/docs/stable/,pyav.basswood-io.com,other_project_docs,web_reference,supporting_reference,1,av,media_video_io; v0.6-media-video-audio-cli-build,normal,
SRC-0237,https://pyav.org/docs/develop/overview/installation.html,pyav.org,other_project_docs,install_documentation,supporting_reference,1,av,media_video_io; v0.6-media-video-audio-cli-build,high,
SRC-0238,https://pybind11.readthedocs.io/en/stable/compiling.html,pybind11.readthedocs.io,project_documentation,documentation,project_docs_primary_or_near_primary,1,pybind11,native_python_binding; v0.6-media-video-audio-cli-build,normal,
SRC-0239,https://pybind11.readthedocs.io/en/stable/installing.html,pybind11.readthedocs.io,project_documentation,install_documentation,project_docs_primary_or_near_primary,1,pybind11,native_python_binding; v0.6-media-video-audio-cli-build,high,
SRC-0240,https://pydantic.dev/docs/validation/latest/get-started/,pydantic.dev,web_api_runtime_docs,install_documentation,official_or_project_docs,1,pydantic,validation_config; v0.2-ui-api,normal,
SRC-0241,https://pypi.nvidia.com/,pypi.nvidia.com,nvidia_cuda_inference_docs,web_reference,official_docs_primary,46,nvidia-cublas-cu12 | nvidia-cuda-cccl-cu12 | nvidia-cuda-cupti-cu12 | nvidia-cuda-nvcc-cu12 | nvidia-cuda-nvrtc-cu12 | nvidia-cuda-runtime-cu12 | nvidia-cuda-runtime-cu13 | nvidia-cuda-sanitizer-api-cu12 | nvidia-cudnn | nvidia-cudnn-cu11 | nvidia-cudnn-cu13 | nvidia-cudnn-jit-cu12 | nvidia-cudnn-jit-cu13 | nvidia-cufft-cu12 | nvidia-curand-cu12 | nvidia-cusolver-cu12 | nvidia-cusparse-cu12 | nvidia-cutlass | nvidia-modelopt | nvidia-npp-cu12 | nvidia-nvjitlink-cu12 | nvidia-nvjpeg-cu12 | nvidia-nvml-dev-cu12 | nvidia-nvtx-cu12 | nvidia-pyindex | onnx-graphsurgeon | polygraphy | tensorrt | tensorrt-cu11 | tensorrt-cu12 | tensorrt-cu12-bindings | tensorrt-cu12-libs | tensorrt-cu13 | tensorrt-cu13-bindings | tensorrt-cu13-libs | tensorrt-lean | tensorrt-lean-cu12 | tensorrt-lean-cu13 | tensorrt-libs | tensorrt-rtx | tensorrt-rtx-cu12 | tensorrt-rtx-cu12-bindings | tensorrt-rtx-cu12-libs | tensorrt-rtx-cu13 | tensorrt-rtx-cu13-bindings | tensorrt-rtx-cu13-libs,nvidia_math_lib; nvidia_tensorrt_cuda_family_metapackage; nvidia_tensorrt_libraries; v1.4-tensorrt-onnx-inference-depth; v1.2-deep-cpp-nvidia-cuda-wheel-builds,high,
SRC-0242,https://pypi.nvidia.com/tensorrt-cu13/,pypi.nvidia.com,nvidia_cuda_inference_docs,web_reference,official_docs_primary,1,tensorrt-cu13,nvidia_tensorrt_cuda_family_metapackage; v1.4-tensorrt-onnx-inference-depth,high,
SRC-0243,https://pypi.org/project/GitPython/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,GitPython,repo_tools; v0.6-media-video-audio-cli-build,normal,
SRC-0244,https://pypi.org/project/PyOpenGL/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,PyOpenGL,opengl_display; v0.7-comfyui-runtime-grounding,normal,
SRC-0245,https://pypi.org/project/PyYAML/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,PyYAML,config; v0.4-rag-ocr-llm-client,normal,
SRC-0246,https://pypi.org/project/SQLAlchemy/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,SQLAlchemy,database_orm; v0.7-comfyui-runtime-grounding,normal,
SRC-0247,https://pypi.org/project/aiohttp/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,aiohttp,async_web_server; v0.7-comfyui-runtime-grounding,normal,
SRC-0248,https://pypi.org/project/albumentations/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,albumentations,training_augmentation; v0.9-custom-node-training-web-deps,normal,
SRC-0249,https://pypi.org/project/alembic/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,alembic,database_migration; v0.7-comfyui-runtime-grounding,normal,
SRC-0250,https://pypi.org/project/av/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,av,media_video_io; v0.6-media-video-audio-cli-build,normal,
SRC-0251,https://pypi.org/project/basicsr/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,basicsr,restoration_upscale; v0.3-image-restoration-face-segmentation,normal,
SRC-0252,https://pypi.org/project/black/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,black,lint_format; v0.9-custom-node-training-web-deps,normal,
SRC-0253,https://pypi.org/project/blake3/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,blake3,hashing_integrity; v0.7-comfyui-runtime-grounding,normal,
SRC-0254,https://pypi.org/project/build/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,build,build_frontend; v1.1-local-wheelhouse-native-build,normal,
SRC-0255,https://pypi.org/project/chromadb/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,chromadb,rag_vector_db; v0.4-rag-ocr-llm-client,normal,
SRC-0256,https://pypi.org/project/click/,pypi.org,pypi_package_metadata,package_index,package_metadata_primary,1,click,cli_ui; v0.6-media-video-audio-cli-build,normal,
