file,line,claim_excerpt,reason,suggested_status
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,9,"{""card_id"": ""13_agent_tool_use_mcp_card_09"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""What parts of agent systems, tool use, and mcp are stable vs fast moving?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,10,"{""card_id"": ""13_agent_tool_use_mcp_card_10"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""What does the AI need to avoid when answering about agent systems, tool use, and mcp?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,11,"{""card_id"": ""13_agent_tool_use_mcp_card_11"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""Give me a beginner-safe explanation of agent systems, tool use, and mcp.""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/RETRIEVAL_CARDS.jsonl,12,"{""card_id"": ""13_agent_tool_use_mcp_card_12"", ""lane_id"": ""13_agent_tool_use_mcp"", ""topic"": ""Agent Systems, Tool Use, and MCP"", ""question_patterns"": [""Give me an implementation plan for agent systems, tool use, and mcp.""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Agent systems are not just chatbots with bigger prompts. They are stateful software systems where the model selects tools, receives tool outputs, and continues reasoning. MCP is an open standard for conn",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/SOURCE_COVERAGE.md,13,"- Current tool status, model rankings, vulnerabilities, and pricing require freshness verification.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/VOL1_SCOPE.md,19,"This lane should give a small or mid-sized assistant enough domain scaffolding to answer practitioner-level questions, route to better source material, and identify when current web verification or expert review is required.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/13_agent_tool_use_mcp/lane_profile.json,25,"""conflict_rule"": ""Prefer canonical lane files over raw source payloads unless the user asks for provenance/history. For volatile claims, verify online before presenting as current.""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/CANONICAL_OVERVIEW.md,25,- MLflow GenAI evaluation and monitoring: https://mlflow.org/docs/latest/genai/eval-monitor/,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/CANONICAL_OVERVIEW.md,26,- MLflow evaluation datasets: https://mlflow.org/docs/latest/genai/datasets/,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/CANONICAL_OVERVIEW.md,32,"- Current tools, model families, security advisories, and platform behavior are `fast_moving` or `volatile`.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/CANONICAL_OVERVIEW.md,33,"- If a user asks for latest versions, prices, benchmarks, vulnerabilities, or release status, the assistant should verify current sources before finalizing the answer.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/CONCEPT_MAP.md,28,- Use source metadata to separate current implementation facts from durable concepts.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/QA_TEST_PROMPTS.md,14,- The user asks for the latest tool or model ranking. The assistant must verify current information before answering.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/README_VOL1.md,15,"- Treat model rankings, current tools, and vendor claims as fast-moving unless source freshness says otherwise.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,1,"{""card_id"": ""14_evaluation_observability_card_01"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""What is AI Evaluation and Observability?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation quality, refusal behavior, tool selection, ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,2,"{""card_id"": ""14_evaluation_observability_card_02"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""How should AIWF handle ai evaluation and observability?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation quality, refusal behavior, t",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,3,"{""card_id"": ""14_evaluation_observability_card_03"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""What are the risks or anti-patterns in ai evaluation and observability?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation quality, ref",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,4,"{""card_id"": ""14_evaluation_observability_card_04"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""How do I decide which approach to use for ai evaluation and observability?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation quality, ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,5,"{""card_id"": ""14_evaluation_observability_card_05"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""What should a small local model retrieve for ai evaluation and observability?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation qualit",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,6,"{""card_id"": ""14_evaluation_observability_card_06"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""How does ai evaluation and observability connect to RAG or agents?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation quality, refusal ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,7,"{""card_id"": ""14_evaluation_observability_card_07"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""What metadata should be preserved for ai evaluation and observability?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation quality",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,8,"{""card_id"": ""14_evaluation_observability_card_08"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""What should be tested or evaluated for ai evaluation and observability?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation qualit",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,9,"{""card_id"": ""14_evaluation_observability_card_09"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""What parts of ai evaluation and observability are stable vs fast moving?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation quali",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,10,"{""card_id"": ""14_evaluation_observability_card_10"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""What does the AI need to avoid when answering about ai evaluation and observability?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, ci",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,11,"{""card_id"": ""14_evaluation_observability_card_11"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""Give me a beginner-safe explanation of ai evaluation and observability.""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation qualit",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/RETRIEVAL_CARDS.jsonl,12,"{""card_id"": ""14_evaluation_observability_card_12"", ""lane_id"": ""14_evaluation_observability"", ""topic"": ""AI Evaluation and Observability"", ""question_patterns"": [""Give me an implementation plan for ai evaluation and observability.""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Evaluation is the difference between a knowledge pack that feels useful once and one that remains reliable over time. The adapter should score retrieval, answer correctness, citation quality, r",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/SOURCE_COVERAGE.md,4,- MLflow GenAI evaluation and monitoring: https://mlflow.org/docs/latest/genai/eval-monitor/,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/SOURCE_COVERAGE.md,5,- MLflow evaluation datasets: https://mlflow.org/docs/latest/genai/datasets/,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/SOURCE_COVERAGE.md,12,"- Current tool status, model rankings, vulnerabilities, and pricing require freshness verification.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/VOL1_SCOPE.md,21,"This lane should give a small or mid-sized assistant enough domain scaffolding to answer practitioner-level questions, route to better source material, and identify when current web verification or expert review is required.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/lane_profile.json,25,"""conflict_rule"": ""Prefer canonical lane files over raw source payloads unless the user asks for provenance/history. For volatile claims, verify online before presenting as current.""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/vol1_lane_manifest.json,26,"""url"": ""https://mlflow.org/docs/latest/genai/eval-monitor/""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/14_evaluation_observability/vol1_lane_manifest.json,30,"""url"": ""https://mlflow.org/docs/latest/genai/datasets/""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/CANONICAL_OVERVIEW.md,29,"- Current tools, model families, security advisories, and platform behavior are `fast_moving` or `volatile`.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/CANONICAL_OVERVIEW.md,30,"- If a user asks for latest versions, prices, benchmarks, vulnerabilities, or release status, the assistant should verify current sources before finalizing the answer.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/CONCEPT_MAP.md,26,- Use source metadata to separate current implementation facts from durable concepts.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/QA_TEST_PROMPTS.md,14,- The user asks for the latest tool or model ranking. The assistant must verify current information before answering.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/README_VOL1.md,15,"- Treat model rankings, current tools, and vendor claims as fast-moving unless source freshness says otherwise.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,1,"{""card_id"": ""15_safety_security_red_team_card_01"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""What is AI Safety, Security, and Red Teaming?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize prompt injection, never blindly trust retr",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,2,"{""card_id"": ""15_safety_security_red_team_card_02"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""How should AIWF handle ai safety, security, and red teaming?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize prompt injection, never bli",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,3,"{""card_id"": ""15_safety_security_red_team_card_03"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""What are the risks or anti-patterns in ai safety, security, and red teaming?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize prompt inje",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,4,"{""card_id"": ""15_safety_security_red_team_card_04"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""How do I decide which approach to use for ai safety, security, and red teaming?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize prompt i",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,5,"{""card_id"": ""15_safety_security_red_team_card_05"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""What should a small local model retrieve for ai safety, security, and red teaming?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize promp",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,6,"{""card_id"": ""15_safety_security_red_team_card_06"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""How does ai safety, security, and red teaming connect to RAG or agents?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize prompt injection",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,7,"{""card_id"": ""15_safety_security_red_team_card_07"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""What metadata should be preserved for ai safety, security, and red teaming?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize prompt",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,8,"{""card_id"": ""15_safety_security_red_team_card_08"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""What should be tested or evaluated for ai safety, security, and red teaming?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize promp",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,9,"{""card_id"": ""15_safety_security_red_team_card_09"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""What parts of ai safety, security, and red teaming are stable vs fast moving?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize prom",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,10,"{""card_id"": ""15_safety_security_red_team_card_10"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""What does the AI need to avoid when answering about ai safety, security, and red teaming?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should re",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,11,"{""card_id"": ""15_safety_security_red_team_card_11"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""Give me a beginner-safe explanation of ai safety, security, and red teaming.""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize promp",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/RETRIEVAL_CARDS.jsonl,12,"{""card_id"": ""15_safety_security_red_team_card_12"", ""lane_id"": ""15_safety_security_red_team"", ""topic"": ""AI Safety, Security, and Red Teaming"", ""question_patterns"": [""Give me an implementation plan for ai safety, security, and red teaming.""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""The adapter teaches users to connect AI to files, models, nodes, tools, and local services. That makes security a core subject, not an add-on. The assistant should recognize prompt in",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/SOURCE_COVERAGE.md,11,"- Current tool status, model rankings, vulnerabilities, and pricing require freshness verification.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/VOL1_SCOPE.md,22,"This lane should give a small or mid-sized assistant enough domain scaffolding to answer practitioner-level questions, route to better source material, and identify when current web verification or expert review is required.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/15_safety_security_red_team/lane_profile.json,25,"""conflict_rule"": ""Prefer canonical lane files over raw source payloads unless the user asks for provenance/history. For volatile claims, verify online before presenting as current.""",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/CANONICAL_OVERVIEW.md,29,"- Current tools, model families, security advisories, and platform behavior are `fast_moving` or `volatile`.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/CANONICAL_OVERVIEW.md,30,"- If a user asks for latest versions, prices, benchmarks, vulnerabilities, or release status, the assistant should verify current sources before finalizing the answer.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/CONCEPT_MAP.md,26,- Use source metadata to separate current implementation facts from durable concepts.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/QA_TEST_PROMPTS.md,14,- The user asks for the latest tool or model ranking. The assistant must verify current information before answering.,contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/README_VOL1.md,15,"- Treat model rankings, current tools, and vendor claims as fast-moving unless source freshness says otherwise.",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/RETRIEVAL_CARDS.jsonl,1,"{""card_id"": ""16_governance_licensing_ethics_card_01"", ""lane_id"": ""16_governance_licensing_ethics"", ""topic"": ""Governance, Licensing, Ethics, and Responsible Use"", ""question_patterns"": [""What is Governance, Licensing, Ethics, and Responsible Use?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Governance is the practical answer to “can I use, ship, sell, train on, or connect this?” The adapter should identify license constraints, consent requirements, provenance gaps, disc",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/RETRIEVAL_CARDS.jsonl,2,"{""card_id"": ""16_governance_licensing_ethics_card_02"", ""lane_id"": ""16_governance_licensing_ethics"", ""topic"": ""Governance, Licensing, Ethics, and Responsible Use"", ""question_patterns"": [""How should AIWF handle governance, licensing, ethics, and responsible use?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Governance is the practical answer to “can I use, ship, sell, train on, or connect this?” The adapter should identify license constraints, consent requirements, proven",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/RETRIEVAL_CARDS.jsonl,3,"{""card_id"": ""16_governance_licensing_ethics_card_03"", ""lane_id"": ""16_governance_licensing_ethics"", ""topic"": ""Governance, Licensing, Ethics, and Responsible Use"", ""question_patterns"": [""What are the risks or anti-patterns in governance, licensing, ethics, and responsible use?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Governance is the practical answer to “can I use, ship, sell, train on, or connect this?” The adapter should identify license constraints, consent requ",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/RETRIEVAL_CARDS.jsonl,4,"{""card_id"": ""16_governance_licensing_ethics_card_04"", ""lane_id"": ""16_governance_licensing_ethics"", ""topic"": ""Governance, Licensing, Ethics, and Responsible Use"", ""question_patterns"": [""How do I decide which approach to use for governance, licensing, ethics, and responsible use?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Governance is the practical answer to “can I use, ship, sell, train on, or connect this?” The adapter should identify license constraints, consent r",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/RETRIEVAL_CARDS.jsonl,5,"{""card_id"": ""16_governance_licensing_ethics_card_05"", ""lane_id"": ""16_governance_licensing_ethics"", ""topic"": ""Governance, Licensing, Ethics, and Responsible Use"", ""question_patterns"": [""What should a small local model retrieve for governance, licensing, ethics, and responsible use?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Governance is the practical answer to “can I use, ship, sell, train on, or connect this?” The adapter should identify license constraints, consen",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/RETRIEVAL_CARDS.jsonl,6,"{""card_id"": ""16_governance_licensing_ethics_card_06"", ""lane_id"": ""16_governance_licensing_ethics"", ""topic"": ""Governance, Licensing, Ethics, and Responsible Use"", ""question_patterns"": [""How does governance, licensing, ethics, and responsible use connect to RAG or agents?""], ""answer_intent"": ""define_explain_decide_apply"", ""canonical_summary"": ""Governance is the practical answer to “can I use, ship, sell, train on, or connect this?” The adapter should identify license constraints, consent requireme",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/RETRIEVAL_CARDS.jsonl,7,"{""card_id"": ""16_governance_licensing_ethics_card_07"", ""lane_id"": ""16_governance_licensing_ethics"", ""topic"": ""Governance, Licensing, Ethics, and Responsible Use"", ""question_patterns"": [""What metadata should be preserved for governance, licensing, ethics, and responsible use?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Governance is the practical answer to “can I use, ship, sell, train on, or connect this?” The adapter should identify license constraints, consent",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
01_CANONICAL_RESEARCH_LANES/16_governance_licensing_ethics/RETRIEVAL_CARDS.jsonl,8,"{""card_id"": ""16_governance_licensing_ethics_card_08"", ""lane_id"": ""16_governance_licensing_ethics"", ""topic"": ""Governance, Licensing, Ethics, and Responsible Use"", ""question_patterns"": [""What should be tested or evaluated for governance, licensing, ethics, and responsible use?""], ""answer_intent"": ""evaluate_guardrail_operationalize"", ""canonical_summary"": ""Governance is the practical answer to “can I use, ship, sell, train on, or connect this?” The adapter should identify license constraints, consen",contains temporal/superlative/numeric cue,requires_source_or_periodic_reverification
