package_id,pip_name,source_urls
PIP-0207,grpcio,https://grpc.io/docs/languages/python/quickstart/ | https://docs.nvidia.com/deeplearning/triton-inference-server/user-guide/docs/client/README.html
PIP-0208,grpcio-tools,https://grpc.io/docs/languages/python/basics/
PIP-0209,geventhttpclient,https://docs.nvidia.com/deeplearning/triton-inference-server/user-guide/docs/client/README.html | https://pypi.org/project/geventhttpclient/
PIP-0210,nvidia-ml-py,https://pypi.org/project/nvidia-ml-py/ | https://developer.nvidia.com/management-library-nvml
PIP-0211,kubernetes,https://github.com/kubernetes-client/python | https://docs.nvidia.com/deeplearning/triton-inference-server/user-guide/docs/customization_guide/deploy.html
PIP-0212,vllm,https://docs.vllm.ai/en/stable/getting_started/installation/gpu/ | https://docs.vllm.ai/en/latest/getting_started/quickstart/ | https://docs.vllm.ai/en/latest/serving/openai_compatible_server/ | https://docs.vllm.ai/en/latest/configuration/engine_args/ | https://docs.vllm.ai/en/stable/usage/metrics/
PIP-0213,flash-attn,https://github.com/Dao-AILab/flash-attention | https://docs.vllm.ai/en/stable/getting_started/installation/gpu/
PIP-0214,flashinfer-python,https://docs.flashinfer.ai/installation.html | https://docs.vllm.ai/en/latest/features/quantization/
PIP-0215,flashinfer-cubin,https://docs.flashinfer.ai/installation.html
PIP-0216,flashinfer-jit-cache,https://docs.flashinfer.ai/installation.html
PIP-0217,sglang,https://docs.sglang.io/
PIP-0218,sgl-kernel,https://docs.sglang.io/ | https://pypi.org/project/sgl-kernel/
PIP-0219,text-generation,https://huggingface.co/docs/text-generation-inference/index | https://huggingface.co/docs/text-generation-inference/en/messages_api
PIP-0220,litellm,https://docs.litellm.ai/docs/
PIP-0221,ray,https://docs.ray.io/en/latest/serve/llm/user-guides/vllm-compatibility.html
PIP-0222,xgrammar,https://xgrammar.mlc.ai/ | https://docs.vllm.ai/en/latest/features/structured_outputs/
PIP-0223,outlines,https://dottxt-ai.github.io/outlines/latest/ | https://docs.vllm.ai/en/latest/features/structured_outputs/ | https://huggingface.co/docs/text-generation-inference/index
PIP-0224,lm-format-enforcer,https://pypi.org/project/lm-format-enforcer/ | https://docs.vllm.ai/en/latest/features/structured_outputs/
PIP-0225,guidance,https://docs.vllm.ai/en/latest/features/structured_outputs/ | https://huggingface.co/docs/text-generation-inference/index
PIP-0226,compressed-tensors,https://docs.vllm.ai/en/latest/features/quantization/ | https://github.com/vllm-project/llm-compressor
PIP-0227,llmcompressor,https://docs.vllm.ai/en/latest/features/quantization/ | https://github.com/vllm-project/llm-compressor
PIP-0228,gptqmodel,https://docs.vllm.ai/en/latest/features/quantization/gptqmodel/ | https://github.com/ModelCloud/GPTQModel
PIP-0229,autoawq,https://docs.vllm.ai/en/latest/quantization/auto_awq.html | https://github.com/casper-hansen/AutoAWQ
PIP-0230,auto-gptq,https://docs.vllm.ai/en/latest/features/quantization/ | https://github.com/AutoGPTQ/AutoGPTQ
PIP-0231,torchao,https://docs.vllm.ai/en/latest/features/quantization/ | https://github.com/pytorch/ao
PIP-0232,mistral-common,https://github.com/mistralai/mistral-common | https://pypi.org/project/mistral-common/
PIP-0233,msgspec,https://jcristharif.com/msgspec/ | https://pypi.org/project/msgspec/
PIP-0234,uvloop,https://github.com/MagicStack/uvloop | https://pypi.org/project/uvloop/
PIP-0235,httptools,https://github.com/MagicStack/httptools | https://pypi.org/project/httptools/
PIP-0236,h11,https://h11.readthedocs.io/ | https://pypi.org/project/h11/
PIP-0237,sse-starlette,https://github.com/sysid/sse-starlette | https://pypi.org/project/sse-starlette/
PIP-0238,watchfiles,https://watchfiles.helpmanual.io/ | https://pypi.org/project/watchfiles/
PIP-0239,gguf,https://github.com/ggml-org/llama.cpp/blob/master/gguf-py/README.md | https://github.com/ggml-org/llama.cpp
PIP-0240,exllamav2,https://github.com/turboderp-org/exllamav2 | https://pypi.org/project/exllamav2/
PIP-0241,lmstudio,https://lmstudio.ai/docs/python | https://lmstudio.ai/docs/developer/core/server | https://lmstudio.ai/docs/developer/openai-compat
PIP-0242,tabbyAPI,https://github.com/theroyallab/tabbyAPI/ | https://github.com/theroyallab/tabbyAPI/wiki/01.-Getting-Started
PIP-0243,llama.cpp,https://github.com/ggml-org/llama.cpp | https://github.com/ggml-org/llama.cpp/blob/master/tools/server/README.md
PIP-0244,koboldcpp,https://github.com/LostRuins/koboldcpp | https://github.com/LostRuins/koboldcpp/wiki
PIP-0245,jinja2,https://jinja.palletsprojects.com/ | https://jinja.palletsprojects.com/en/stable/templates/
PIP-0246,hf-transfer,https://github.com/huggingface/hf_transfer | https://huggingface.co/docs/huggingface_hub/en/guides/download
