package_id,package,pip_name,import_name,category,confidence,priority,version_seen,source_context,use,install_notes,windows_risk,rag_status,doc_file,doc_batch,source_urls,doc_quality
PIP-0063,ffmpeg-python,ffmpeg-python,ffmpeg,media_ffmpeg_graph,project_context,medium,not pinned,"Workflow post-processing, lesson-video pipeline, media transforms, batch scripts.","Useful for deterministic video/audio transforms, filters, metadata extraction, concat/remux/transcode steps, and advanced media automation in AIWF pipelines.",Install the Python wrapper and verify a real ffmpeg executable is available on PATH or explicitly configured.,medium,documented_v0_6,packages/ffmpeg-python.md,v0.6-media-video-audio-cli-build,https://kkroening.github.io/ffmpeg-python/ | https://github.com/kkroening/ffmpeg-python | https://ffmpeg.org/ffmpeg.html,full_card
PIP-0064,av,av,av,media_video_io,project_context,medium,not pinned,WAN/LTX/video workflow research; video loaders; frame extraction; media helper nodes.,"Useful when workflows need frame-accurate video I/O instead of high-level wrappers. It can bridge video frames to NumPy/Pillow and is relevant to ComfyUI video pipelines, dataset extraction, and VQA/video analysis.",Prefer available wheels. Treat source builds as native-extension work requiring FFmpeg headers/libs and compiler sanity. Do not assume the system ffmpeg command and PyAV bindings are the same dependency boundary.,medium,documented_v0_6,packages/av.md,v0.6-media-video-audio-cli-build,https://pyav.org/docs/develop/overview/installation.html | https://pyav.basswood-io.com/docs/stable/ | https://pypi.org/project/av/,full_card
PIP-0065,decord,decord,decord,media_video_loader,project_context,medium,not pinned,Video dataset/training research; frame sampling; VQA/video loaders.,Useful for video training/evaluation datasets where repeatedly decoding frames with slow general-purpose tooling becomes the bottleneck.,Project/release cadence and wheel availability can be a concern. Validate Python/OS wheels before putting it in beginner one-click installs.,high,documented_v0_6,packages/decord.md,v0.6-media-video-audio-cli-build,https://github.com/dmlc/decord | https://pypi.org/project/decord/ | https://cv.gluon.ai/build/examples_action_recognition/decord_loader.html,full_card
PIP-0066,chromadb,chromadb,chromadb,rag_vector_db,confirmed,high,Chroma mentioned in project integrations,AIWF RAG package planning and local knowledge base work.,Local/client-server vector database for RAG prototypes and document retrieval.,"Good beginner RAG DB, but keep it isolated from ComfyUI venvs when possible because it can pull a broad server/API dependency graph.",medium,documented_v0_4,packages/chromadb.md,v0.4-rag-ocr-llm-client,https://docs.trychroma.com/docs/overview/getting-started | https://pypi.org/project/chromadb/,full_card
PIP-0067,lancedb,lancedb,lancedb,rag_vector_db,confirmed,high,LanceDB mentioned in project integrations,AIWF RAG package planning and multimodal archive work.,"Embedded or server-backed vector/multimodal data layer for RAG, semantic search, and AI assistant memory.",Good fit for local-first experiments that need vectors plus metadata/table semantics. Check pyarrow/native dependency behavior in Windows venvs.,medium,documented_v0_4,packages/lancedb.md,v0.4-rag-ocr-llm-client,https://docs.lancedb.com/quickstart | https://lancedb.github.io/lancedb/python/python/,full_card
PIP-0068,sentence-transformers,sentence-transformers,sentence_transformers,embeddings,project_context,high,,"AIWF RAG library, vector DB planning, local retrieval and teaching assistant work.","Embedding and reranker framework for local RAG, semantic search, duplicate detection, and AIWF knowledge-library indexing.","Install into the same environment that owns torch/transformers. Treat it as part of the Hugging Face cluster, not as a standalone utility.",medium,documented_v0_4,packages/sentence-transformers.md,v0.4-rag-ocr-llm-client,https://sbert.net/docs/installation.html | https://sbert.net/,full_card
PIP-0069,FlagEmbedding,FlagEmbedding,FlagEmbedding,embeddings,source_reviewed,medium,BGE mentioned in integrations,v0.9 source-reviewed promotion: BGE embedding/reranking package for stronger retrieval workflows.,BGE embedding/reranking package for stronger retrieval workflows.,Inference install is lighter; finetune extras belong in training venvs.,medium,documented_v0_9,packages/flagembedding.md,v0.9-custom-node-training-web-deps,https://github.com/FlagOpen/FlagEmbedding | https://bge-model.com/Introduction/installation.html,full_card
PIP-0070,nomic,nomic,nomic,embeddings,source_reviewed,low,Nomic mentioned in integrations,v0.9 source-reviewed promotion: Nomic Atlas/API client for hosted embeddings and dataset workflows.,Nomic Atlas/API client for hosted embeddings and dataset workflows.,Requires account/API context for hosted features.,low,documented_v0_9,packages/nomic.md,v0.9-custom-node-training-web-deps,https://pypi.org/project/nomic/ | https://docs.nomic.ai/atlas/python-api/generate-embeddings,full_card
PIP-0071,llama-index,llama-index,llama_index,rag_framework,confirmed,medium,not pinned,RAG planning for AIWF manuals/package docs/node docs; document ingestion/orchestration.,"Can turn AIWF manuals/node docs/package docs/workflows into queryable context, but curated source cards remain ground truth.",Modern LlamaIndex is modular/namespaced; starter install may need extra integration packages.,medium,documented_v0_5,packages/llama-index.md,v0.5-training-data-config-llm-framework,https://developers.llamaindex.ai/python/framework/ | https://developers.llamaindex.ai/python/framework/getting_started/installation/ | https://pypi.org/project/llama-index/,full_card
PIP-0072,langchain,langchain,langchain,rag_framework,project_context,medium,not pinned,RAG/orchestration comparisons; local/cloud model integrations; app framework research.,Useful reference before building AIWF helper apps; package split means base install is not the whole stack.,"Provider integrations are separate packages, such as langchain-openai.",medium,documented_v0_5,packages/langchain.md,v0.5-training-data-config-llm-framework,https://docs.langchain.com/oss/python/langchain/install | https://docs.langchain.com/oss/python/integrations/providers/overview | https://pypi.org/project/langchain/,full_card
PIP-0073,griptape,griptape,griptape,agent_framework,source_reviewed,low,Griptape mentioned in integrations,v0.9 source-reviewed promotion: Agent/RAG framework to evaluate before rebuilding orchestration logic.,Agent/RAG framework to evaluate before rebuilding orchestration logic.,Use in dedicated app venv first; provider integrations may be separate.,medium,documented_v0_9,packages/griptape.md,v0.9-custom-node-training-web-deps,https://docs.griptape.ai/stable/griptape-framework/ | https://github.com/griptape-ai/griptape,full_card
PIP-0074,ollama,ollama,ollama,llm_client,project_context,medium,,"AIWF local chatbot, ComfyUI LLM callback ideas, AnythingLLM/Ollama routing.",Python client for talking to a running Ollama local LLM service.,"This package is only the client. The Ollama application/service must already be installed, running, and have models pulled.",low,documented_v0_4,packages/ollama.md,v0.4-rag-ocr-llm-client,https://github.com/ollama/ollama-python | https://ollama.com/blog/functions-as-tools,full_card
PIP-0075,llama-cpp-python,llama-cpp-python,llama_cpp,llm_runtime,project_context,high,not pinned,Local LLM runtime research; GGUF models; sub-1GB model UI idea.,"Candidate backend for small local models and offline AIWF experiments, but high Windows build risk.",May compile native code; GPU acceleration requires correct build flags and isolated install recipe.,very_high,documented_v0_5,packages/llama-cpp-python.md,v0.5-training-data-config-llm-framework,https://github.com/abetlen/llama-cpp-python | https://llama-cpp-python.readthedocs.io/en/latest/api-reference/,full_card
PIP-0076,packaging,packaging,packaging,dev_runtime,project_context,medium,not pinned,"EnvPack, dependency validators, model/package checkers, install reports.",Critical for validators that need to compare versions correctly instead of string-sorting torch/CUDA/package versions.,Usually safe. Prefer packaging.version/specifiers over homemade version logic.,low,documented_v0_6,packages/packaging.md,v0.6-media-video-audio-cli-build,https://packaging.pypa.io/ | https://pypi.org/project/packaging/,full_card
PIP-0077,rich,rich,rich,cli_ui,project_context,medium,not pinned,"CLI UX for validators, installers, smoke tests, and reports.","Important for AIWF one-click installers, EnvPack validators, package/node audit tools, and user-friendly PowerShell/terminal output.",Safe dependency. Watch for log capture if terminal ANSI output is written to plain files.,low,documented_v0_6,packages/rich.md,v0.6-media-video-audio-cli-build,https://rich.readthedocs.io/ | https://rich.readthedocs.io/en/latest/introduction.html | https://github.com/Textualize/rich,full_card
PIP-0078,typer,typer,typer,cli_ui,project_context,medium,not pinned,"Model sorter, EnvPack, installers, package inventory collectors, future CLI utilities.","Useful for AIWF command tools where commands/options should be clear, typed, and self-documenting.",Typer sits above Click. Pin Typer/Click together if a CLI tool depends on exact help/option behavior.,low,documented_v0_6,packages/typer.md,v0.6-media-video-audio-cli-build,https://typer.tiangolo.com/ | https://typer.tiangolo.com/tutorial/package/ | https://github.com/fastapi/typer,full_card
PIP-0079,GitPython,GitPython,git,repo_tools,project_context,medium,not pinned,"ComfyUI custom-node audit, repo inventory, GitHub/load-format workflows, changelog tooling.","Useful for AIWF tooling that audits custom nodes, reads Git commit status, collects repo URLs, or verifies installed custom-node versions.",Requires Git executable behavior underneath for many workflows. Validate `git --version` separately.,low,documented_v0_6,packages/gitpython.md,v0.6-media-video-audio-cli-build,https://gitpython.readthedocs.io/ | https://github.com/gitpython-developers/GitPython | https://pypi.org/project/GitPython/,full_card
PIP-0080,tomli,tomli,tomli,config,source_reviewed,low,,v0.9 source-reviewed promotion: TOML parser/backport for tooling and pyproject reading.,TOML parser/backport for tooling and pyproject reading.,Python 3.11+ has tomllib for reading TOML.,low,documented_v0_9,packages/tomli.md,v0.9-custom-node-training-web-deps,https://pypi.org/project/tomli/,full_card
PIP-0081,tomli-w,tomli-w,tomli_w,config,source_reviewed,low,,v0.9 source-reviewed promotion: Write-only TOML writer for scaffolding configs/pyproject files.,Write-only TOML writer for scaffolding configs/pyproject files.,Use for tooling; runtime nodes usually should not need it.,low,documented_v0_9,packages/tomli-w.md,v0.9-custom-node-training-web-deps,https://pypi.org/project/tomli-w/ | https://github.com/hukkin/tomli-w,full_card
PIP-0082,pytest,pytest,pytest,testing,source_reviewed,medium,,"v0.9 source-reviewed promotion: Test runner for node packs, scripts, parsers, installers, and QA.","Test runner for node packs, scripts, parsers, installers, and QA.",Dev dependency; keep separate from runtime requirements.,low,documented_v0_9,packages/pytest.md,v0.9-custom-node-training-web-deps,https://docs.pytest.org/en/stable/getting-started.html | https://pypi.org/project/pytest/,full_card
PIP-0083,ruff,ruff,ruff,lint_format,source_reviewed,low,,v0.9 source-reviewed promotion: Fast linter/formatter for GitHub-ready Python code.,Fast linter/formatter for GitHub-ready Python code.,Dev/tool dependency; useful quality gate for generated repos.,low,documented_v0_9,packages/ruff.md,v0.9-custom-node-training-web-deps,https://docs.astral.sh/ruff/ | https://docs.astral.sh/ruff/installation/,full_card
PIP-0084,black,black,black,lint_format,source_reviewed,low,,v0.9 source-reviewed promotion: Python formatter for consistent generated code.,Python formatter for consistent generated code.,Requires Python 3.10+ per current docs; Ruff may cover formatting too.,low,documented_v0_9,packages/black.md,v0.9-custom-node-training-web-deps,https://black.readthedocs.io/en/stable/getting_started.html | https://pypi.org/project/black/,full_card
PIP-0085,pyinstaller,pyinstaller,PyInstaller,packaging,source_reviewed,low,,v0.9 source-reviewed promotion: Executable/app bundling tool for one-click Windows utilities.,Executable/app bundling tool for one-click Windows utilities.,Good for small tools; risky for bundling full CUDA/AI stacks without testing.,medium,documented_v0_9,packages/pyinstaller.md,v0.9-custom-node-training-web-deps,https://www.pyinstaller.org/,full_card
PIP-0086,faiss-cpu,faiss-cpu,faiss,rag_vector_db,project_context,medium,,AIWF RAG/vector DB planning; candidate retrieval backend.,Fast vector similarity index library; useful for lightweight local retrieval experiments without a full vector database.,Prefer CPU package on Windows unless a known GPU path is verified. FAISS GPU support is platform/CUDA constrained and should not be assumed for Windows pip.,high,documented_v0_4,packages/faiss-cpu.md,v0.4-rag-ocr-llm-client,https://github.com/facebookresearch/faiss/blob/main/INSTALL.md | https://pypi.org/project/faiss-cpu/,full_card
PIP-0087,openai,openai,openai,llm_client,project_context,medium,,"AIWF LLM/RAG client planning, optional cloud model bridge.","Official OpenAI Python SDK for API access, cloud model calls, embeddings, and tool/API experiments.",Keep API keys out of committed files. Pin SDK versions for reproducible tools because client interfaces can evolve.,low,documented_v0_4,packages/openai.md,v0.4-rag-ocr-llm-client,https://developers.openai.com/api/docs/libraries | https://pypi.org/project/openai/,full_card
PIP-0088,tiktoken,tiktoken,tiktoken,text_tokenization,project_context,medium,,"AIWF LLM settings, context budgeting, RAG chunk sizing.",Fast BPE tokenizer used for OpenAI-style token counting and prompt budgeting.,"Use for token counting, not text generation. If a wheel is unavailable for a new Python version, installs may try to build native/Rust components.",medium,documented_v0_4,packages/tiktoken.md,v0.4-rag-ocr-llm-client,https://github.com/openai/tiktoken | https://github.com/openai/openai-cookbook/blob/main/examples/How_to_count_tokens_with_tiktoken.ipynb,full_card
PIP-0089,spacy,spacy,spacy,text_processing,project_context,medium,,AIWF RAG preprocessing and document cleanup planning.,"Industrial NLP toolkit for tokenization, sentence segmentation, entity extraction, and document preprocessing.",Installing `spacy` alone does not install language pipelines. Use spaCy download commands or model wheels separately.,medium,documented_v0_4,packages/spacy.md,v0.4-rag-ocr-llm-client,https://spacy.io/usage | https://spacy.io/usage/models,full_card
PIP-0090,pytesseract,pytesseract,pytesseract,ocr,project_context,medium,,AIWF OCR/VQA/image-source audit and scanned-doc text extraction.,"Python wrapper for the Tesseract OCR engine; useful for extracting text from screenshots, scans, and guide images.","Pip installs the wrapper, not the Tesseract executable. On Windows, install Tesseract OCR separately and ensure the executable is on PATH or configured explicitly.",high,documented_v0_4,packages/pytesseract.md,v0.4-rag-ocr-llm-client,https://pypi.org/project/pytesseract/ | https://github.com/madmaze/pytesseract,full_card
PIP-0091,easyocr,easyocr,easyocr,ocr,project_context,medium,,AIWF VQA/OCR image audit and guide asset indexing.,Deep-learning OCR package for scene text and document text across many languages.,Install torch/torchvision correctly first on Windows. EasyOCR is convenient but inherits PyTorch/CUDA dependency risk.,high,documented_v0_4,packages/easyocr.md,v0.4-rag-ocr-llm-client,https://github.com/JaidedAI/EasyOCR | https://www.jaided.ai/easyocr/,full_card
PIP-0092,onnxruntime-directml,onnxruntime-directml,onnxruntime,inference_runtime,project_context,medium,,AIWF Windows runtime/provider mapping and alternative GPU provider research.,ONNX Runtime package with Microsoft DirectML execution provider for Windows GPU acceleration on DirectX 12 hardware.,Do not mix blindly with CPU/GPU ORT packages in one venv. Confirm providers with `ort.get_available_providers()`.,high,documented_v0_4,packages/onnxruntime-directml.md,v0.4-rag-ocr-llm-client,https://onnxruntime.ai/docs/execution-providers/DirectML-ExecutionProvider.html | https://pypi.org/project/onnxruntime-directml/ | https://onnxruntime.ai/docs/install/,full_card
PIP-0093,moviepy,moviepy,moviepy,media_video_editing,project_context,medium,not pinned,AIWF video lessons pipeline; rendered guide clips; simple video assembly utilities.,"Useful for AIWF lesson/video generation tooling, preview creation, shorts/longform assembly, and simple post-processing where direct FFmpeg command graphs are too low-level.",Depends on FFmpeg for video reading/writing and preview tooling. Keep it in a media/tooling venv when possible; do not mix blindly into core ComfyUI runtime.,medium,documented_v0_6,packages/moviepy.md,v0.6-media-video-audio-cli-build,https://zulko.github.io/moviepy/ | https://zulko.github.io/moviepy/getting_started/install.html | https://github.com/Zulko/moviepy,full_card
PIP-0094,librosa,librosa,librosa,audio_analysis,project_context,medium,not pinned,Audio extraction/analysis for video pipeline; future multimodal training/package RAG.,"Relevant for audio-aware video lessons, speech/music metadata, waveform/spectrogram utilities, and future multimodal training references.","Depends on soundfile/audioread for audio I/O behavior. Some codec support belongs to external/libsndfile/FFmpeg boundaries, not pure Python.",medium,documented_v0_6,packages/librosa.md,v0.6-media-video-audio-cli-build,https://librosa.org/doc/latest/install.html | https://librosa.org/doc/ | https://librosa.org/doc/0.11.0/ioformats.html,full_card
PIP-0095,soundfile,soundfile,soundfile,audio_io,project_context,medium,not pinned,"Audio I/O for lesson/video tooling, datasets, and multimodal experiments.",Core dependency boundary for librosa default audio loading and standalone WAV/FLAC/OGG read/write workflows.,Remember the package is imported as `soundfile`; native libsndfile support determines which formats work.,medium,documented_v0_6,packages/soundfile.md,v0.6-media-video-audio-cli-build,https://python-soundfile.readthedocs.io/ | https://pypi.org/project/soundfile/ | https://librosa.org/doc/0.11.0/ioformats.html,full_card
PIP-0096,matplotlib,matplotlib,matplotlib,plotting_visualization,project_context,medium,not pinned,"Diagnostic reports, training logs, RAG package charts, generated guide visuals.","Useful for EnvPack/model checker reports, training curves, benchmark comparisons, and guide figures generated from data.",Usually safe. GUI backends can vary by environment; use noninteractive backends for scripts/servers.,low,documented_v0_6,packages/matplotlib.md,v0.6-media-video-audio-cli-build,https://matplotlib.org/stable/ | https://matplotlib.org/stable/users/installing/index.html | https://pypi.org/project/matplotlib/,full_card
PIP-0097,click,click,click,cli_ui,project_context,medium,not pinned,"CLI tools, installers, dev utilities, transitive dependencies.","Often appears as a dependency under Typer, Flask tools, and package CLIs; relevant when diagnosing broken command entry points.",Pin with Typer when CLI behavior matters. Do not assume a CLI failure is your app code before checking Click/Typer versions.,low,documented_v0_6,packages/click.md,v0.6-media-video-audio-cli-build,https://click.palletsprojects.com/ | https://pypi.org/project/click/,full_card
PIP-0098,setuptools,setuptools,setuptools,build_packaging,project_context,medium,not pinned,"Native/source installs for custom nodes, legacy restoration packages, packaging diagnostics.",Relevant when custom node requirements trigger source builds or setup.py-era packages.,"Modern projects may use pyproject backends instead, but many legacy AI packages still hit setuptools paths.",medium,documented_v0_6,packages/setuptools.md,v0.6-media-video-audio-cli-build,https://setuptools.pypa.io/ | https://packaging.python.org/en/latest/tutorials/packaging-projects/ | https://pypi.org/project/setuptools/,full_card
PIP-0099,wheel,wheel,wheel,build_packaging,project_context,medium,not pinned,"One-click installs, source-vs-wheel diagnostics, native package troubleshooting.",Useful when troubleshooting whether pip is installing prebuilt wheels or compiling from source.,Installing wheel does not guarantee wheels exist for a package/Python/OS combo; it only supports the wheel format/build commands.,low,documented_v0_6,packages/wheel.md,v0.6-media-video-audio-cli-build,https://wheel.readthedocs.io/ | https://pypi.org/project/wheel/ | https://pythonwheels.com/,full_card
PIP-0100,ninja,ninja,ninja,native_build_tool,project_context,medium,not pinned,Native extension build triage; Windows AI package installs; CUDA/C++ package diagnostics.,"Relevant when packages compile CUDA/C++ extensions, especially SAM/flash-attention-like or custom node native dependencies.",Having ninja does not provide MSVC/CUDA/CMake by itself. Treat as one part of native build stack.,medium,documented_v0_6,packages/ninja.md,v0.6-media-video-audio-cli-build,https://ninja-build.org/ | https://pypi.org/project/ninja/,full_card
PIP-0101,pybind11,pybind11,pybind11,native_python_binding,project_context,medium,not pinned,Native extension troubleshooting; Windows build-tooling RAG; source build explanations.,"Relevant because many AI packages expose native code to Python; pybind11 errors are build-architecture errors, not model/workflow errors.","Pip installing pybind11 supplies headers/CMake config, but a compiler/build backend is still required for packages that compile extensions.",medium,documented_v0_6,packages/pybind11.md,v0.6-media-video-audio-cli-build,https://pybind11.readthedocs.io/en/stable/installing.html | https://pybind11.readthedocs.io/en/stable/compiling.html | https://pypi.org/project/pybind11/,full_card
PIP-0102,comfyui-frontend-package,comfyui-frontend-package,comfyui_frontend_package,comfyui_core_runtime,upstream_confirmed,high,==1.43.18,ComfyUI upstream requirements.txt; frontend asset/runtime package pinned by ComfyUI.,"Provides/version-locks ComfyUI frontend assets for current ComfyUI core. RAG should treat this as ComfyUI infrastructure, not a user workflow package.",Install through ComfyUI requirements unless intentionally maintaining a ComfyUI fork. Pin follows upstream ComfyUI.,low,documented_v0_7,packages/comfyui-frontend-package.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/comfyui-frontend-package/,full_card
PIP-0103,comfyui-workflow-templates,comfyui-workflow-templates,comfyui_workflow_templates,comfyui_core_runtime,upstream_confirmed,medium,==0.9.77,ComfyUI upstream requirements.txt; workflow template package pinned by ComfyUI.,Template/workflow asset package used by newer ComfyUI builds. Important when workflows/templates appear or fail to load.,Do not install as a random custom node dependency. Keep aligned to ComfyUI core requirements.,low,documented_v0_7,packages/comfyui-workflow-templates.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/comfyui-workflow-templates/,full_card
PIP-0104,comfyui-embedded-docs,comfyui-embedded-docs,comfyui_embedded_docs,comfyui_core_runtime,upstream_confirmed,medium,==0.5.0,ComfyUI upstream requirements.txt; embedded docs package pinned by ComfyUI.,Supplies embedded documentation/help assets for ComfyUI. Relevant for AIWF help-layer work and docs-aware UI support.,Keep pinned with ComfyUI core; mismatch may affect docs/help behavior rather than model inference.,low,documented_v0_7,packages/comfyui-embedded-docs.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/comfyui-embedded-docs/,full_card
PIP-0105,torchsde,torchsde,torchsde,sampling_math,upstream_confirmed,high,not pinned,ComfyUI upstream requirements.txt; used by samplers/noise/SDE-related generation paths.,"Stochastic differential equation tooling used in diffusion sampling ecosystems. For ComfyUI, treat as core sampler-adjacent dependency.","Depends on torch/numpy/scipy ecosystem. If missing, ComfyUI sampler paths may fail even when torch works.",medium,documented_v0_7,packages/torchsde.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://github.com/google-research/torchsde | https://pypi.org/project/torchsde/,full_card
PIP-0106,aiohttp,aiohttp,aiohttp,async_web_server,upstream_confirmed,high,>=3.11.8,ComfyUI upstream requirements.txt; server/API async HTTP stack.,Async HTTP framework/client stack used by ComfyUI server-side networking and API paths.,Pin with yarl/multidict/frozenlist cluster when web server errors occur. Do not confuse with FastAPI stack.,medium,documented_v0_7,packages/aiohttp.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://docs.aiohttp.org/ | https://pypi.org/project/aiohttp/,full_card
PIP-0107,yarl,yarl,yarl,async_web_server,upstream_confirmed,medium,>=1.18.0,ComfyUI upstream requirements.txt; aiohttp URL handling dependency.,URL parsing/building package in the aiohttp async stack. Relevant when resolver conflicts hit web/API dependencies.,Usually transitive; upstream ComfyUI explicitly pins minimum. Keep with aiohttp-compatible versions.,low,documented_v0_7,packages/yarl.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/yarl/,full_card
PIP-0108,alembic,alembic,alembic,database_migration,upstream_confirmed,medium,not pinned,ComfyUI upstream requirements.txt; database migration dependency.,Database migration/versioning layer; paired with SQLAlchemy for internal app state/schema migration.,"If database/schema errors appear, do not treat this as a model issue. Check SQLAlchemy/Alembic versions and local DB files.",low,documented_v0_7,packages/alembic.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://alembic.sqlalchemy.org/ | https://pypi.org/project/alembic/,full_card
PIP-0109,SQLAlchemy,SQLAlchemy,sqlalchemy,database_orm,upstream_confirmed,medium,>=2.0.0,ComfyUI upstream requirements.txt; database ORM/runtime dependency.,"Database toolkit/ORM used by apps that maintain internal state. For ComfyUI, pair with Alembic and avoid random downgrades.",SQLAlchemy 2.x is a distinct API family. Downgrading below upstream minimum can break app state/migrations.,low,documented_v0_7,packages/sqlalchemy.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://www.sqlalchemy.org/ | https://pypi.org/project/SQLAlchemy/,full_card
PIP-0110,filelock,filelock,filelock,filesystem_locking,upstream_confirmed,medium,not pinned,ComfyUI upstream requirements.txt; filesystem locking/concurrency utility.,Cross-platform file locks; relevant to model/cache/download/write contention and multi-process helper code.,"Usually safe. RAG should identify it as infrastructure, not AI model functionality.",low,documented_v0_7,packages/filelock.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://py-filelock.readthedocs.io/ | https://pypi.org/project/filelock/,full_card
PIP-0111,comfy-kitchen,comfy-kitchen,comfy_kitchen,comfyui_core_runtime,upstream_confirmed,medium,>=0.2.8,ComfyUI upstream requirements.txt; ComfyUI ecosystem package.,ComfyUI ecosystem support package. Treat as upstream app infrastructure until proven otherwise.,Keep aligned with ComfyUI requirements; avoid pinning independently in custom nodes.,low,documented_v0_7,packages/comfy-kitchen.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/comfy-kitchen/,full_card
PIP-0112,comfy-aimdo,comfy-aimdo,comfy_aimdo,comfyui_core_runtime,upstream_confirmed,medium,==0.3.0,ComfyUI upstream requirements.txt; ComfyUI ecosystem package.,ComfyUI ecosystem support package. RAG should not classify it as a generic AI library.,Pinned upstream. Install through requirements.txt unless maintaining a forked ComfyUI.,low,documented_v0_7,packages/comfy-aimdo.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/comfy-aimdo/,full_card
PIP-0113,simpleeval,simpleeval,simpleeval,safe_expression_eval,upstream_confirmed,medium,>=1.0.0,ComfyUI upstream requirements.txt; expression evaluation utility.,Small expression evaluator. Useful when workflows/extensions evaluate simple user expressions without full Python eval.,"Do not replace with raw eval. If expression nodes fail, check this dependency.",low,documented_v0_7,packages/simpleeval.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/simpleeval/,full_card
PIP-0114,blake3,blake3,blake3,hashing_integrity,upstream_confirmed,medium,not pinned,ComfyUI upstream requirements.txt; hashing/integrity utility.,"Fast hashing package. Relevant to cache keys, integrity checks, model/file fingerprinting, and duplicate model tooling.",Native wheel package; source builds may need Rust/build tooling if a matching wheel is unavailable.,medium,documented_v0_7,packages/blake3.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/blake3/ | https://github.com/oconnor663/blake3-py,full_card
PIP-0115,pydantic-settings,pydantic-settings,pydantic_settings,settings_config,upstream_confirmed,medium,~=2.0,ComfyUI upstream requirements.txt non-essential dependency; Pydantic 2 settings support.,Settings management layer for apps using Pydantic 2. RAG should link it with Pydantic version family.,Must track Pydantic 2.x compatibility. Pydantic 1/2 mismatches are common web/app breakage sources.,low,documented_v0_7,packages/pydantic-settings.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://docs.pydantic.dev/latest/concepts/pydantic_settings/ | https://pypi.org/project/pydantic-settings/,full_card
PIP-0116,PyOpenGL,PyOpenGL,OpenGL,opengl_display,upstream_confirmed,low,not pinned,ComfyUI upstream requirements.txt non-essential dependency; OpenGL support.,Python OpenGL bindings. Relevant for preview/display/UI components that need GL context support.,Pip package is not the GPU driver. Missing/broken GL context may require driver/OS/UI troubleshooting.,medium,documented_v0_7,packages/pyopengl.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/PyOpenGL/,full_card
PIP-0117,glfw,glfw,glfw,opengl_windowing,upstream_confirmed,low,not pinned,ComfyUI upstream requirements.txt non-essential dependency; OpenGL/window context support.,Python bindings for GLFW window/context handling. Relevant when OpenGL preview/display components fail.,GLFW import success does not prove GPU/driver/window context health.,medium,documented_v0_7,packages/glfw.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/requirements.txt | https://pypi.org/project/glfw/ | https://www.glfw.org/,full_card
PIP-0118,comfyui_manager,comfyui_manager,comfyui_manager,comfyui_manager_runtime,upstream_confirmed,high,==4.2.1,ComfyUI upstream manager_requirements.txt; manager runtime package.,ComfyUI Manager package used for install/update/enable/disable workflows and custom node dependency management.,"Keep aligned with ComfyUI manager_requirements.txt. This package is manager infrastructure, not a workflow node.",medium,documented_v0_7,packages/comfyui-manager.md,v0.7-comfyui-runtime-grounding,https://github.com/Comfy-Org/ComfyUI/blob/master/manager_requirements.txt | https://pypi.org/project/comfyui-manager/,full_card
PIP-0119,mediapipe,mediapipe,mediapipe,pose_face_hand_tracking,source_reviewed,high,not pinned,v0.9 custom-node/training/web package expansion: Pose/face/hand/vision task preprocessing package from Google MediaPipe.,Pose/face/hand/vision task preprocessing package from Google MediaPipe.,Check wheel/Python support; not a diffusion model dependency.,medium,documented_v0_9,packages/mediapipe.md,v0.9-custom-node-training-web-deps,https://pypi.org/project/mediapipe/ | https://ai.google.dev/edge/mediapipe/solutions/setup_python,full_card
