source_id,source_name,source_type,repo_or_file,url_or_path,pack_numbers,node_rows_supported,best_schema_level,workflow_policy_values_seen,risk_tags_seen,citation_markers_seen,rag_use,verification_status,notes
SRC-059,Efficiency Nodes for ComfyUI Version 2.0+,github_repo,jags111/efficiency-nodes-comfyui,https://github.com/jags111/efficiency-nodes-comfyui,31,6,schema_confirmed,guarded_generate_after_schema_check; rag_only_prefer_core_or_aiwf_wrappers,"legacy_stack,controlnet; legacy_stack,dynamic_inputs; legacy_wrapper,cache,hidden_flow; legacy_wrapper,monkey_patch,script_hooks; legacy_wrapper,sdxl_tuple,hidden_flow",turn205file0; turn206file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-060,ComfyUI-Inspyrenet-Rembg,github_repo,john-mnz/ComfyUI-Inspyrenet-Rembg,https://github.com/john-mnz/ComfyUI-Inspyrenet-Rembg,55,1,pack_inventory_light,guarded_generate_after_schema,"background_removal,model_download,needs_schema",turn223file3,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-061,ComfyUI-CCSR,github_repo,kijai/ComfyUI-CCSR,https://github.com/kijai/ComfyUI-CCSR,92,3,schema_confirmed,guarded_generate_after_local_test,"checkpoint_path,restoration,hardware_sensitive; large_model,restoration,download,hardware_sensitive; large_model,tiling,restoration,VRAM_sensitive",turn266file0; turn267file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-062,ComfyUI-FluxTrainer,github_repo,kijai/ComfyUI-FluxTrainer,https://github.com/kijai/ComfyUI-FluxTrainer,30,13,schema_confirmed,rag_only_training_workflow,"training,dataset_config; training,dataset_config,bucketing; training,flux,paths; training,lora,lycoris; training,loss; training,module_inventory,needs_schema_sweep; training,optimizer; training,optimizer,experimental; training,process_launcher,local_paths,high_vram; training,regularization",turn196file0; turn197file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-063,ComfyUI-HunyuanVideoWrapper,github_repo,kijai/ComfyUI-HunyuanVideoWrapper,https://github.com/kijai/ComfyUI-HunyuanVideoWrapper,23,28,schema_confirmed,guarded_generate_after_local_test; rag_only_do_not_generate_until_schema_confirmed; rag_only_or_expert_local_test; safe_to_generate_if_hunyuan_installed,"hunyuan,blockswap,hardware_version_sensitive; hunyuan,bucket_helper; hunyuan,conditioning_bridge; hunyuan,debug,preview; hunyuan,enhance_a_video,expert; hunyuan,keyframes,vae_encode; hunyuan,lora; hunyuan,lora,expert; hunyuan,stg,expert; hunyuan,vae,hardware_version_sensitive; hunyuan,vae_decode,tiling; hunyuan,vae_encode,tiling; hunyuan,video,model_loader,quantization,hardware_version_sensitive; hunyuan,video_sampler,high_vram,expert; mapping_only,hunyuan,needs_schema_sweep; teacache,hunyuan,artifact_risk; torch_compile,hunyuan,hardware_version_sensitive",turn177file0; turn178file0; turn201file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-064,ComfyUI-LivePortraitKJ,github_repo,kijai/ComfyUI-LivePortraitKJ,https://github.com/kijai/ComfyUI-LivePortraitKJ,70,4,schema_confirmed,guarded_generate_after_local_test,"liveportrait,composite,mask; liveportrait,cropper,onnx; liveportrait,driving_video,identity,local_test; liveportrait,model_loader,hf_download,identity",turn257file0; turn258file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-065,ComfyUI-SUPIR,github_repo,kijai/ComfyUI-SUPIR,https://github.com/kijai/ComfyUI-SUPIR,25,10,schema_confirmed,do_not_generate_legacy_unless_repairing; guarded_generate_after_local_test; rag_only_do_not_generate_until_schema_confirmed,"supir,conditioning; supir,first_stage,high_vram; supir,legacy,model_loader; supir,legacy,needs_schema_sweep; supir,mapping_only,needs_schema_sweep; supir,model_loader,needs_schema_sweep; supir,sampler,high_vram,tiled_sampling; supir,vae_decode,high_vram; supir,vae_encode,high_vram",turn181file0; turn182file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-066,ComfyUI-WanVideoWrapper,github_repo,kijai/ComfyUI-WanVideoWrapper,https://github.com/kijai/ComfyUI-WanVideoWrapper,15,39,schema_confirmed,guarded_generate_after_local_test; rag_only_needs_module_sweep; rag_only_or_expert_local_test,"extra_model,model_file; hardware_version_sensitive; high_vram; lora,metadata,model_patch; lora,multi_lora; lora,string_match; many_optional_modules; optional_module,heavy_video,dependency_sensitive; torch_compile,triton,version_sensitive; vace,model_file; video_model_required; vram,offload,hardware_sensitive; vram,offload,slow_path",turn143file0; turn144file0; turn145file0; turn152file0; turn153file0; turn154file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-067,ComfyUI-segment-anything-2,github_repo,kijai/ComfyUI-segment-anything-2,https://github.com/kijai/ComfyUI-segment-anything-2,19,6,schema_confirmed,guarded_generate_after_local_test; safe_to_generate_when_dependency_installed,"json_schema_sensitive; model_download,precision_device_sensitive; stateful_video_node; stateful_video_node,vram_sensitive; vram_sensitive,auto_mask_many_outputs; vram_sensitive,segmentor_mode_sensitive,batch_video_sensitive",turn161file0; turn162file0; turn163file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-068,ComfyUI_BiRefNet_ll,github_repo,lldacing/ComfyUI_BiRefNet_ll,https://github.com/lldacing/ComfyUI_BiRefNet_ll,54,1,pack_inventory_light,guarded_generate_after_schema,"background_removal,model_download,needs_schema",turn223file4; turn223file9,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-069,ComfyUI_PuLID_Flux_ll,github_repo,lldacing/ComfyUI_PuLID_Flux_ll,https://github.com/lldacing/ComfyUI_PuLID_Flux_ll,76,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema,base_model_specific",turn248file4; turn248file8,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-070,ComfyUI-Fluxtapoz,github_repo,logtd/ComfyUI-Fluxtapoz,https://github.com/logtd/ComfyUI-Fluxtapoz,29,22,mapping_confirmed,rag_only_do_not_generate_until_schema_confirmed,"mapping_only,flux,expert,needs_schema_sweep",turn194file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-071,ComfyUI-Inpaint-CropAndStitch,github_repo,lquesada/ComfyUI-Inpaint-CropAndStitch,https://github.com/lquesada/ComfyUI-Inpaint-CropAndStitch,18,2,schema_confirmed,safe_to_generate_when_dependency_installed,"batch_shape_sensitive,gpu_mode,debug_outputs_possible; requires_matching_stitcher",turn156file0; turn159file0; turn160file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-072,ComfyUI-Impact-Subpack,github_repo,ltdrdata/ComfyUI-Impact-Subpack,https://github.com/ltdrdata/ComfyUI-Impact-Subpack,17,1,schema_confirmed,safe_to_generate_when_dependency_installed,"model_file_required,impact_dependency",turn173file0; turn174file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-073,WAS Node Suite Revised,github_repo,ltdrdata/was-node-suite-comfyui,https://github.com/ltdrdata/was-node-suite-comfyui,32,2,schema_confirmed,rag_only_needs_node_schema_sweep; rag_only_runtime_policy,"filesystem,auto_install,downloads,security_relevant; huge_legacy_pack,auto_config,filesystem,optional_downloads",turn207file0; turn208file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-074,Facerestore CF,github_repo,mav-rik/facerestore_cf,https://github.com/mav-rik/facerestore_cf,84,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn260file3,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-075,MTB Nodes,github_repo,melMass/comfy_mtb,https://github.com/melMass/comfy_mtb,33,2,schema_confirmed,rag_only_needs_node_schema_sweep; rag_only_runtime_policy,"dynamic_import,server_routes,dependency_sensitive; server_routes,local_ui",turn210file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-076,ComfyUI SAM2(Segment Anything 2),github_repo,neverbiasu/ComfyUI-SAM2,https://github.com/neverbiasu/ComfyUI-SAM2,61,5,mapping_confirmed,guarded_generate_after_schema,"sam2,groundingdino,segmentation,needs_schema",turn242file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-077,DZ-FaceDetailer,github_repo,nicofdga/DZ-FaceDetailer,https://github.com/nicofdga/DZ-FaceDetailer,83,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn260file1,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-078,Quick Connections,github_repo,niknah/quick-connections,https://github.com/niknah/quick-connections,49,1,ui_extension_inventory,do_not_generate_ui_extension,"ui_extension,no_workflow_node_default",turn227file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-079,comfyui-instantId-faceswap,github_repo,nosiu/comfyui-instantId-faceswap,https://github.com/nosiu/comfyui-instantId-faceswap,74,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema",turn248file3; turn248file7,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-080,ComfyUI-nunchaku,github_repo,nunchaku-ai/ComfyUI-nunchaku,https://github.com/nunchaku-ai/ComfyUI-nunchaku,27,16,schema_confirmed,do_not_generate; guarded_generate_after_local_test; rag_only_do_not_generate_until_schema_confirmed,"installer,environment_mutation,do_not_generate; mapping_only,nunchaku,cuda_arch_sensitive,needs_schema_sweep; nunchaku,flux,quantized_model,cuda_arch_sensitive",turn186file2; turn187file0; turn188file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-081,SD Prompt Reader,github_repo,receyuki/comfyui-prompt-reader-node,https://github.com/receyuki/comfyui-prompt-reader-node,42,2,schema_confirmed,safe_generate,"metadata,output_node,hashing; metadata,reverse_engineering,compatibility",turn232file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-082,comfyui-liveportrait,github_repo,shadowcz007/comfyui-liveportrait,https://github.com/shadowcz007/comfyui-liveportrait,71,1,repo_unresolved,do_not_generate,"stale_repo,needs_retry",turn247search,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-083,ComfyUI PhotoMaker Plus,github_repo,shiimizu/ComfyUI-PhotoMaker-Plus,https://github.com/shiimizu/ComfyUI-PhotoMaker-Plus,79,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema",turn249file10; turn249file4,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-084,Tiled Diffusion & VAE for ComfyUI,github_repo,shiimizu/ComfyUI-TiledDiffusion,https://github.com/shiimizu/ComfyUI-TiledDiffusion,90,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn261file1; turn261file4; turn261file6,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-085,ComfyUI-PuLID-Flux-Enhanced,github_repo,sipie800/ComfyUI-PuLID-Flux-Enhanced,https://github.com/sipie800/ComfyUI-PuLID-Flux-Enhanced,77,1,mapping_confirmed,guarded_generate_after_schema,"identity,face,needs_schema,base_model_specific",turn249file3; turn249file7,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-086,UltimateSDUpscale,github_repo,ssitu/ComfyUI_UltimateSDUpscale,https://github.com/ssitu/ComfyUI_UltimateSDUpscale,26,3,schema_confirmed,guarded_generate_after_local_test,"upscale,tiled,A1111_wrapper,global_state",turn183file0; turn184file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-087,ComfyUI-SeedVR2_VideoUpscaler,github_repo,stavzszn/ComfyUI-SeedVR2_VideoUpscaler,https://github.com/stavzszn/ComfyUI-SeedVR2_VideoUpscaler,94,5,schema_confirmed,guarded_generate_after_local_test; rag_only_expert_local_test; rag_only_until_workflow_smoke_test,"dit,video_upscale,attention_backend,blocks_swap,torch_compile; torch_compile,triton,hardware_sensitive; v3_api,video_upscale,modern_2026; vae,tiling,video_upscale,torch_compile,offload; video_upscale,diffusion_transformer,temporal,model_download,high_vram",turn282file0; turn287file0; turn288file0; turn289file0; turn290file0; turn291file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-088,comfyui_segment_anything,github_repo,storyicon/comfyui_segment_anything,https://github.com/storyicon/comfyui_segment_anything,20,5,schema_confirmed,guarded_generate_after_local_test; safe_to_generate_when_dependency_installed,"groundingdino_dependency,bert_dependency; large_model_download,legacy_sam; logic_output_semantics; none; semantic_masking,model_dependency",turn164file0; turn165file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-089,ComfyUI Browser,github_repo,talesofai/comfyui-browser,https://github.com/talesofai/comfyui-browser,36,5,mapping_confirmed,guarded_generate_after_schema_check; rag_only_external_api; rag_only_needs_node_schema_sweep,"external_api,network_io; external_api,upload,network_io; network_io,server_routes,ui_extension; ui_extension; xyz_plot,ui_extension",turn219file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-090,SDXL Prompt Styler,github_repo,twri/sdxl_prompt_styler,https://github.com/twri/sdxl_prompt_styler,45,2,schema_confirmed,safe_generate_after_user_choice,"style_template,sdxl_dual_encoder; style_template,sdxl_prompting",turn235file0; turn244file0,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-091,ComfyUI InvSR,github_repo,yuvraj108c/ComfyUI_InvSR,https://github.com/yuvraj108c/ComfyUI_InvSR,95,1,mapping_confirmed,rag_reference_then_schema_if_used,"needs_schema,dependency_sensitive",turn262file2,node_schema_and_workflow_compatibility,source_indexed_from_chat_and_pass_files,Generated from PASS_02_NODE_INDEX.csv during Pass 02K source consolidation.
SRC-UPLOAD-001,ComfyUI Custom Nodes — 2026 State of the Art Field Report,uploaded_markdown_field_report,ComfyUI Custom Nodes_ 2026 Modern Tier Field Report.md,/mnt/data/ComfyUI Custom Nodes_ 2026 Modern Tier Field Report.md,policy_overlay,0,decision_layer_source,default_selection;legacy_fallback;advanced_warning,must_verify_fast_moving_claims;licensing_notes;model_download_risk,uploaded_file_citation,decision_layer_and_teaching_notes,added_as_secondary_source_overlay_not_schema_authority,Used to prioritize modern-tier defaults. Primary code/template verification still overrides it for exact class_type/schema generation.
SRC-OFFICIAL-001,Comfy-Org workflow template: video_wan2_2_5B_ti2v.json,official_workflow_template,Comfy-Org/workflow_templates/templates/video_wan2_2_5B_ti2v.json,https://github.com/Comfy-Org/workflow_templates/blob/main/templates/video_wan2_2_5B_ti2v.json,990,1,official_workflow_confirmed,safe_to_generate_core_template_after_version_check,large_model_download;comfyui_version_required,turn303file0,native_wan22_5b_baseline_workflow,official_template_read_in_chat,Confirms native Wan 2.2 5B class types and model locations.
SRC-OFFICIAL-002,Comfy-Org workflow template: video_wan2_2_14B_t2v.json,official_workflow_template,Comfy-Org/workflow_templates/templates/video_wan2_2_14B_t2v.json,https://github.com/Comfy-Org/workflow_templates/blob/main/templates/video_wan2_2_14B_t2v.json,990,1,official_workflow_partial_confirmed,advanced_template_needs_subgraph_expansion_before_json_rebuild,24gb_vram_class;large_model_download;subgraph_template,turn304file0,native_wan22_14b_advanced_workflow_reference,official_template_read_in_chat_partial,"Confirms high/low-noise model notes, Lightning LoRA model links, VAE/text encoder links, and benchmark note."
SRC-CHAT-001,Current Chat Research Trail: Pass 01 through Pass 02J,chat_research_log,conversation_context,current_chat,01A-02J,643,mixed,light_by_default_dense_for_first_of_type,citation_markers_need_original_chat_context,many,source_memory_and_research_decision_context,summarized_into_source_register,"Captures the project decisions made in-chat: >10k-download/high-value logic, light-report default, dense exceptions, retry-first repair behavior."
