duplicate_source_archive,duplicate_internal_path,duplicate_size_bytes,sha256,kept_as
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/gitpython.md,1317,4caed57e5a4874787325e6cdc17d93d079eea8437ad15e1d5dc1c7f4d7d19e6d,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/gitpython.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/packaging.md,1209,588defd97363cd23e9fd3b8949f3b5cf1a0ad7de9417ee439bd2e30a029c8d9e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/packaging.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/setuptools.md,1289,01fac29c2af7b14c0c75ed9dde2249177df9c619b4859eb56f79144959fd7890,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/setuptools.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/wheel.md,1190,2ac0ccd6089c72116adce502a12e70359056ef57d766f26460f3a9afacf00059,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/wheel.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/ninja.md,1243,b0068658bc43f37ae6a8b1affc35562525341bb9f0e03e7d28a7082f02094def,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/ninja.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/cmake.md,1349,ed445129533e0a45fed3f2eb76b2c0c06ca0820f0d449b695e297aca65f2d1a6,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/cmake.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pybind11.md,1382,934f987e036321f15f1cc6ee79a8a176fbdaaa93298b9989c40d96969162d504,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pybind11.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/comfyui-frontend-package.md,1393,c5aecc2da2fff8801583d28b89fe9c330611a29548961d2beb6ddf3a26cc81b6,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/comfyui-frontend-package.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/comfyui-workflow-templates.md,1345,cef2485d61c72aefd9570139cbec1e449003181871eb103727682e4b41087f9e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/comfyui-workflow-templates.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/comfyui-embedded-docs.md,1322,9db4fd76d7f6329666cafcce97f7c6673baf20133a5024d6f24173f4d13ce71c,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/comfyui-embedded-docs.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/torchsde.md,1350,293b5b67abec2423a344ad4137053758762324d06b7d5e5970f8848bf26f12f1,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/torchsde.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/aiohttp.md,1259,321bc5c1893dbe40d75438c29e93cb1225d488a9c374212aea7f47fb97f4d935,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/aiohttp.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/yarl.md,1243,c0feca22bdd3fc55ac5e8882f5f5449a0be5b23cd42570a8c721c517ceea1182,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/yarl.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/alembic.md,1299,aab7c734a9f1457dc4f7310e47ef0bc78697ea7ebedb9effe9fc21dd11bc385f,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/alembic.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/sqlalchemy.md,1307,429518fe6a0132856f75a7f61b19c8ea2e824e04544b4d9a3f0b2951d0a0f0dd,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/sqlalchemy.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/filelock.md,1283,e4bf172840a553a245dd5efb3c2d84f7197fbb8b92fa74b3c9ffd6ae8af5deb1,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/filelock.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/comfy-kitchen.md,1240,0938364afa1a36d4a6eaaa69eda50666e7bde8643c4d67a96d23b35720f012a8,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/comfy-kitchen.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/comfy-aimdo.md,1225,4a71b9a4c7eef53279ac9fa358c904dcc9e549b7f4958b1cc8c8042b553eab1e,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/comfy-aimdo.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/simpleeval.md,1250,1716b806662c1fe339da03af90934b73ec47f82a0175d2696594bd3d16fa94f3,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/simpleeval.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/blake3.md,1296,f67a348ca6ca0e39d112ae558cae293b9b4e55dbccb4169c7c81b907bb574df5,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/blake3.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/spandrel.md,1393,86efa7afe5407234828137f9e248261239b9eef8359970dabdabcd11a38f2b5b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/spandrel.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pydantic-settings.md,1360,ce6d5105de7dbc43d443e20be6123084f3717a71b249129e9974ea50e9f5ce1b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pydantic-settings.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pyopengl.md,1248,4f35661287e85e73f0de65ad7920a0df96608fdd364757e755709c9a7a09ceba,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pyopengl.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/glfw.md,1248,221e24d22bd3c3448e8247bee88f249a5979961e2bc90c1ac92709f05c2821cb,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/glfw.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/comfyui-manager.md,1310,038d76a5cc2799abc68f9b4198626788f0a0be9c56481f746185182a539fd2cb,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/comfyui-manager.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/lion-pytorch.md,1432,12a8f26854662e62230edacda9e48fa66526a4c478bf7d3558066e98afb5cc50,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/lion-pytorch.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/ipywidgets.md,1489,8d78a3a8f8e090f14c61f6e2a3a586908861eff9cae4b3b78573369bdb21394b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/ipywidgets.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/dlib.md,1439,b4e5abf46ed77426873a050af0bc4a597d22e925878f0b1220b4235542864baf,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/dlib.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/k-diffusion.md,1490,f8a6888a50dca8e2bd069a1748895dfbc83b128912d26c34ec5bc53e805ea955,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/k-diffusion.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/opencv-python-headless.md,1413,f719e672cb2425c0cb8af10c77868bea6e000d6836ba418d3ce79774f32a8cbd,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/opencv-python-headless.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/groundingdino.md,1665,6a4ac0bc469fc5bc4d03ade7eb72282217706fc37ea3327f917aa9a4b600f640,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/groundingdino.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/flagembedding.md,1509,46acd642a6160d4972b0dea782a97e25119463f94bdb4a393df1f5ce6fc0a391,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/flagembedding.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nomic.md,1436,be1427304eaea6de67138e667fc21b885d52ed4818c6bd908889e4cb57c473e2,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nomic.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/griptape.md,1493,fcae30d302ecb50875221ed042e5ceaf46b39e782dd4f19c25fefff5c66568c0,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/griptape.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/tomli.md,1348,6cd3bcdc06aeea63c7dd40989a12fc23494b3589736f1e59d73e2bec07bcd87b,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/tomli.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/tomli-w.md,1420,d137047bb78041f27ed221f91f44ad004446e1321210c973498d609ca620e8b7,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/tomli-w.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pytest.md,1440,4383ed2db560144e2ab83018cbd35bef540abbe328b2c39216e300caadf19ca7,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pytest.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/ruff.md,1409,e1e6c3923949eda6092eaf45e7969330eb337335d2b6d973cb6ef8d43024d38a,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/ruff.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/black.md,1440,7070e5f2291a8a50c7515e422bf95b7f9b282ceb7a091708722719e49515fcee,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/black.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pyinstaller.md,1428,4078d167f4de4e0944449789adfaa133faa68e0771716b16f64338c7eba50cc1,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pyinstaller.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/mediapipe.md,1528,70242476b0da43652caa2936784b1ab9de49568ebdb1247629afa57f3733a667,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/mediapipe.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/albumentations.md,1558,162c46242d205df7b866126620dd20f921ed7514827e60015357bac2c5013dde,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/albumentations.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/supervision.md,1526,c17d10afcffcafa874b8f4c0b47979af596fe0a49fa353204b11877870a74a20,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/supervision.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pycocotools.md,1510,c3af4e1931240187d2828e06bd724c6d6eb487cd3b0ea54cc6e80a2fed767460,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pycocotools.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/groundingdino-py.md,1581,67beb0cc7255dcb630e1c1b7e1a6f8c3267b5eeb0645c3afb9d10dccb0c68667,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/groundingdino-py.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/open-clip-torch.md,1512,e8ffd090d8f1b285135485599cdaa65b8497915d2b6c601137c8bde8bb2354db,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/open-clip-torch.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/clip-interrogator.md,1586,a7cb6ebf15a8fdcd4a08fc19b44429935f8b3c5757b1dc0a72649c90875f473a,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/clip-interrogator.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/lpips.md,1541,b5a0ad65226c19c7d2689d90372baac5cce9572cc9ab61328c6a2c56f3a4cf71,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/lpips.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/peft.md,1516,80dbf5a391711334715a6530eba1af105be29394c644ba839c2b9e30d5b2a3b8,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/peft.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/wandb.md,1463,8920e9fa409dbc22d02c8385fabedfd12b900d80d69b318129ab8f870595d283,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/wandb.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/tensorboard.md,1574,c0ab97f2dc6313457026b0bf2253643b27a7b2c6f8116cffca572f221288aa38,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/tensorboard.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/httpx.md,1434,538c15158c5c0b331152371f0a720a8f584b22e8ce3d8ff13384f430601b16a1,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/httpx.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/websockets.md,1520,eebf240bbce5b7c177f71321421c81990b746ecaacabbb8d0227e0d393bb14e4,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/websockets.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/orjson.md,1500,dde4bc03d132506acfe54dd8951eb3147d3cefbae763cff65959b938fd964cee,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/orjson.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/watchdog.md,1480,15664b2cfe3e5e28d48b123b87de62ebe67993b47f31dcbda6781b4cf4a148d5,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/watchdog.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/build.md,1938,22142d04cc01e3b42c5cd5e52f3678f7e038e3a020fe032437aa3a649221c8ec,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/build.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pyproject-hooks.md,2000,970f3e09ab3a031398d752639b14462ecf983e0ff2be74748d5d1a295a4cc054,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pyproject-hooks.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/scikit-build-core.md,1944,2f68a09e0d12e784be542a0e19a591188512862054e415c11e55879ac00d20a3,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/scikit-build-core.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/meson-python.md,1892,b38c3f260c6d1746669214928cd07a7ffd9f1c4eb7d58d2b2d2363c6dfc445ba,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/meson-python.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/maturin.md,1898,afc235e328b342e4c784662cfc478ece5e75db6e7eaf94ba2d484deae9383347,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/maturin.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/setuptools-scm.md,2033,cdd28b1bd0a733463c1c820db9d5887dac691abae3d045d5dd9ca9332de860ef,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/setuptools-scm.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/cibuildwheel.md,1960,ce526e3adc9c417a634063dba77490f5bbbb90bb36fdb5258601e73bdab4eae2,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/cibuildwheel.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/auditwheel.md,1863,312dd65e93966daaa145e9c3ab9e95e92a5402b735e5f5ffb626c17e7ecaab4f,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/auditwheel.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/delvewheel.md,1905,47c36b1e61452f4fa090fdc7e52f85decc057001718295ab04a63a9a1124d7ae,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/delvewheel.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pip-tools.md,1949,4f740c041e8b9e6b17266cc367fcd52dc90494941520c6bb0029ccf70f23ce00,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pip-tools.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/pipdeptree.md,1936,c9143779862ad2e29226fc9b2b03447e01d471f26c6c46bca2b4c7675c033093,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/pipdeptree.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/uv.md,1904,9a941a0ac3b31b1b6dcf5f0bea903832bd3e6e2f013246a2e2170465fa843d5f,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/uv.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-pyindex.md,2140,ddab7c31970aaac3529a422ff6faa204e59de1efc1003d9594877334aec5aae6,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-pyindex.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-cuda-runtime-cu12.md,2166,e8c7fef1b8b433069ba398fce80cf74e562f0416a11d446e291325d31c9fb886,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-cuda-runtime-cu12.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-cuda-runtime-cu13.md,2176,bcd7936dcc35c438a84e3a5ce99b434a35d9d213a5d9510817781cb474cfec34,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-cuda-runtime-cu13.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-cuda-nvcc-cu12.md,2175,6b0157c525817dc9f92061ee85fdd3d90da05808ed13049e9891adfb88d10d3c,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-cuda-nvcc-cu12.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-cuda-nvrtc-cu12.md,2170,c82feeaca73661ec43475a6214ebefd149693a982481f3d0c75deb0710161401,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-cuda-nvrtc-cu12.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-nvjitlink-cu12.md,2119,fb28b0ece41ebf97085facb32361cbac9b5759e3809f0610d98dfdee7da8bacb,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-nvjitlink-cu12.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-cublas-cu12.md,2130,8b0717a6489263ba9f8f78665c10298fcf1b91a68a5dc06e67fc3aec47c87c06,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-cublas-cu12.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-cudnn-cu12.md,3416,23ea1f4ad3eede3a8eccc520c4cdf2afa96e0b570355e63244e75b9c0523d7a0,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-cudnn-cu12.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-cudnn-cu13.md,3333,35235d06807b60f7bfa1938b62b57b6e922712a788128719722aa68c07b1906d,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-cudnn-cu13.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-cufft-cu12.md,2085,742af13010749e2cd229c5bccf3c2dc89926d50809e1b8d7f3631290a7c0fe78,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-cufft-cu12.md
AIWF_Pip_Package_RAG_Starter_v1_5.zip,AIWF_Pip_Package_RAG_Starter_v1_5/packages/nvidia-curand-cu12.md,2093,f30283b3f5bfda5de8dfbe28ff4233647f58785a078d4fc70f8c9b3aa53c1ae0,CONTENT/AIWF_Pip_Package_RAG_Starter_v1_9/AIWF_Pip_Package_RAG_Starter_v1_9/packages/nvidia-curand-cu12.md
