source_id,label,url,domain,source_type,topic_family,priority,volatility,capture_status,mentioned_in_file_count,used_in_files,first_context
SRC-0065,PyTorch Performance Tuning Guide,https://docs.pytorch.org/tutorials/recipes/recipes/tuning_guide.html,docs.pytorch.org,official_documentation,optimization_training_dynamics,B_operational_primary,medium,captured_from_chat_and_archive,13,01_research_cards/182_optimization_is_navigation_not_magic.md | 01_research_cards/183_gradient_descent_sgd_and_minibatch_noise.md | 01_research_cards/189_effective_batch_gradient_accumulation_and_noise_scale.md | 01_research_cards/191_mixed_precision_fp32_fp16_bf16_tf32.md | 01_research_cards/198_diffusion_and_flow_training_dynamics.md | 01_research_cards/203_data_order_shuffling_curriculum_and_replay.md | 01_research_cards/205_hyperparameter_search_without_cargo_culting.md | 01_research_cards/206_profiling_throughput_data_loader_kernels_vram_and_bottlenecks.md | 01_research_cards/207_consumer_gpu_optimization_protocol.md | 01_research_cards/209_training_run_debugging_decision_tree.md | 01_research_cards/210_pass_14_lab_suite_make_training_dynamics_visible.md | 06_sources/PASS_14_SOURCE_ANCHORS.md,- PyTorch Performance Tuning Guide: https://docs.pytorch.org/tutorials/recipes/recipes/tuning_guide.html
SRC-0066,RAGAS docs,https://docs.ragas.io/en/stable/,docs.ragas.io,official_documentation,rag_embeddings_retrieval,B_operational_primary,medium,captured_from_archive,3,01_research_cards/068_retriever_training_rag_finetuning.md | 01_research_cards/072_evaluation_gates_release_checklist.md | 06_sources/source_log_pass_06.md,- RAGAS docs: https://docs.ragas.io/en/stable/
SRC-0067,W&B experiment tracking,https://docs.wandb.ai/,docs.wandb.ai,official_documentation,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,1,01_research_cards/072_evaluation_gates_release_checklist.md,- W&B experiment tracking: https://docs.wandb.ai/
SRC-0068,W&B integrations docs,https://docs.wandb.ai/models/integrations,docs.wandb.ai,official_documentation,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/059_training_telemetry_experiment_tracking_run_evidence.md | 06_sources/source_log_pass_05.md,- W&B integrations docs: https://docs.wandb.ai/models/integrations
SRC-0069,W&B experiment tracking docs,https://docs.wandb.ai/models/track,docs.wandb.ai,official_documentation,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,3,01_research_cards/059_training_telemetry_experiment_tracking_run_evidence.md | 01_research_cards/060_reproducibility_package_format_aiwf_training_runs.md | 06_sources/source_log_pass_05.md,- W&B experiment tracking docs: https://docs.wandb.ai/models/track
SRC-0070,"P2,Image,DreamBooth,","https://dreambooth.github.io/,Subject",dreambooth.github.io,third_party_reference,general_reference,C_secondary_or_context,low,captured_from_archive,1,02_tables/training_research_index.csv,"P2,Image,DreamBooth,https://dreambooth.github.io/,Subject personalization concept/method,Full/LoRA implementations vary,Concept still relevant; direct full DB often not beginner target,Foundational,""Teach concept, the..."
SRC-0071,AutoGPTQ note,https://github.com/AutoGPTQ/AutoGPTQ,github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,2,01_research_cards/031_quantization_training_inference_map.md | 06_sources/source_log_pass_03.md,- AutoGPTQ note: https://github.com/AutoGPTQ/AutoGPTQ
SRC-0072,EleutherAI lm-evaluation-harness,https://github.com/EleutherAI/lm-evaluation-harness,github.com,repository,evaluation_benchmarking,B_operational_primary,medium,captured_from_archive,5,01_research_cards/036_evaluation_frameworks_lm_eval_opencompass_ragas_deepeval.md | 01_research_cards/079_eval_harness_private_benchmarks.md | 01_research_cards/083_post_training_failure_modes_reward_hacking_regression.md | 06_sources/source_log_pass_03.md | 06_sources/source_log_pass_07.md,- EleutherAI lm-evaluation-harness: https://github.com/EleutherAI/lm-evaluation-harness
SRC-0073,lm-eval task guide,https://github.com/EleutherAI/lm-evaluation-harness/blob/main/docs/task_guide.md,github.com,repository_documentation,evaluation_benchmarking,B_operational_primary,medium,captured_from_archive,2,01_research_cards/036_evaluation_frameworks_lm_eval_opencompass_ragas_deepeval.md | 06_sources/source_log_pass_03.md,- lm-eval task guide: https://github.com/EleutherAI/lm-evaluation-harness/blob/main/docs/task_guide.md
SRC-0074,FlagEmbedding repo,https://github.com/FlagOpen/FlagEmbedding,github.com,repository,rag_embeddings_retrieval,B_operational_primary,medium,captured_from_archive,5,01_research_cards/018_embedding_reranker_training_sentence_transformers_flagembedding.md | 01_research_cards/068_retriever_training_rag_finetuning.md | 02_tables/training_tool_matrix_pass_02.csv | 06_sources/source_log_pass_02.md | 06_sources/source_log_pass_06.md,- FlagEmbedding repo: https://github.com/FlagOpen/FlagEmbedding
SRC-0075,"P1,RAG,FlagEmbedding / BGE,","https://github.com/FlagOpen/FlagEmbedding,Embeddings",github.com,repository,rag_embeddings_retrieval,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P1,RAG,FlagEmbedding / BGE,https://github.com/FlagOpen/FlagEmbedding,Embeddings and rerankers for retrieval,Embedding/reranker fine-tune,Consumer-friendly for small models; huge ROI for RAG,Current/core,High priority ..."
SRC-0076,LyCORIS repo,https://github.com/KohakuBlueleaf/LyCORIS,github.com,repository,general_reference,B_operational_primary,medium,captured_from_archive,3,01_research_cards/071_diffusion_lora_presets_image_video.md | 02_tables/training_research_index.csv | 06_sources/source_log_pass_06.md,- LyCORIS repo: https://github.com/KohakuBlueleaf/LyCORIS
SRC-0077,LTX-2 repo,https://github.com/Lightricks/LTX-2,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/023_ltx_video_training_deep_dive.md | 06_sources/source_log_pass_02.md,- LTX-2 repo: https://github.com/Lightricks/LTX-2
SRC-0078,LTX-2 trainer README,https://github.com/Lightricks/LTX-2/blob/main/packages/ltx-trainer/README.md,github.com,repository_documentation,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/057_video_dataset_preparation_wan_ltx_diffusion_loras.md | 06_sources/source_log_pass_05.md,- LTX-2 trainer README: https://github.com/Lightricks/LTX-2/blob/main/packages/ltx-trainer/README.md
SRC-0079,LTX-Video repo,https://github.com/Lightricks/LTX-Video,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,3,01_research_cards/023_ltx_video_training_deep_dive.md | 01_research_cards/038_video_lora_dataset_motion_pipeline.md | 06_sources/source_log_pass_02.md,- LTX-Video repo: https://github.com/Lightricks/LTX-Video
SRC-0080,LTX Video Trainer repo,https://github.com/Lightricks/LTX-Video-Trainer,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,3,01_research_cards/010_video_training_stack.md | 01_research_cards/023_ltx_video_training_deep_dive.md | 06_sources/source_log_pass_02.md,- https://github.com/Lightricks/LTX-Video-Trainer
SRC-0081,"P1,Video,LTX-Video-Trainer,","https://github.com/Lightricks/LTX-Video-Trainer,LTX",github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P1,Video,LTX-Video-Trainer,https://github.com/Lightricks/LTX-Video-Trainer,LTX Video LoRA and full fine-tuning,""LoRA, full, video-to-video workflows"",Model-specific; valuable for LTX ecosystem,Current/model-specific,D..."
SRC-0082,LTX troubleshooting,https://github.com/Lightricks/LTX-Video-Trainer/blob/main/docs/troubleshooting.md,github.com,repository_documentation,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/023_ltx_video_training_deep_dive.md | 06_sources/source_log_pass_02.md,- https://github.com/Lightricks/LTX-Video-Trainer/blob/main/docs/troubleshooting.md
SRC-0083,DoRA official repo,https://github.com/NVlabs/DoRA,github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,3,01_research_cards/030_peft_methods_lora_qlora_dora_ia3_prefix.md | 01_research_cards/065_dora_rslora_practical_notes.md | 06_sources/source_log_pass_03.md,- DoRA official repo: https://github.com/NVlabs/DoRA
SRC-0084,Repo,https://github.com/Nerogar/OneTrainer,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,6,01_research_cards/006_image_training_stack.md | 01_research_cards/009_onetrainer_fluxgym_legacy_card.md | 01_research_cards/021_onetrainer_kohya_gui_diffusion_context.md | 02_tables/training_research_index.csv | 02_tables/training_tool_matrix_pass_02.csv | 06_sources/source_log_pass_02.md,- https://github.com/Nerogar/OneTrainer
SRC-0085,Docs/wiki entry,https://github.com/Nerogar/OneTrainer/blob/master/docs/QuickStartGuide.md,github.com,repository_documentation,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/021_onetrainer_kohya_gui_diffusion_context.md | 06_sources/source_log_pass_02.md,- Docs/wiki entry: https://github.com/Nerogar/OneTrainer/blob/master/docs/QuickStartGuide.md
SRC-0086,Qwen-VL GitHub,https://github.com/QwenLM/Qwen-VL,github.com,repository,vlm_multimodal,B_operational_primary,medium,captured_from_archive,2,01_research_cards/045_vlm_training_qwen_llava_bridge.md | 06_sources/source_log_pass_04.md,- https://github.com/QwenLM/Qwen-VL
SRC-0087,Qwen3-VL GitHub,https://github.com/QwenLM/Qwen3-VL,github.com,repository,vlm_multimodal,B_operational_primary,medium,captured_from_archive,2,01_research_cards/045_vlm_training_qwen_llava_bridge.md | 06_sources/source_log_pass_04.md,- https://github.com/QwenLM/Qwen3-VL
SRC-0088,Repo,https://github.com/RVC-Boss/GPT-SoVITS,github.com,repository,audio_voice_asr,B_operational_primary,medium,captured_from_chat_and_archive,5,01_research_cards/012_voice_audio_training_stack.md | 01_research_cards/024_gpt_sovits_voice_training_deep_dive.md | 02_tables/training_tool_matrix_pass_02.csv | 06_sources/source_log_pass_02.md | CHAT_VISIBLE_SUMMARY,- https://github.com/RVC-Boss/GPT-SoVITS
SRC-0089,"P1,Audio/Voice,GPT-SoVITS,","https://github.com/RVC-Boss/GPT-SoVITS,Few-shot",github.com,repository,audio_voice_asr,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P1,Audio/Voice,GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,Few-shot TTS and voice conversion,""Few-shot fine-tuning, zero-shot reference, dataset tools"",Consumer viable; repo reports fast inference on 4060Ti/4090..."
SRC-0090,GPT-SoVITS changelog,https://github.com/RVC-Boss/GPT-SoVITS/blob/main/docs/en/Changelog_EN.md,github.com,repository_documentation,audio_voice_asr,B_operational_primary,medium,captured_from_archive,2,01_research_cards/024_gpt_sovits_voice_training_deep_dive.md | 06_sources/source_log_pass_02.md,- https://github.com/RVC-Boss/GPT-SoVITS/blob/main/docs/en/Changelog_EN.md
SRC-0091,Retrieval based Voice Conversion WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,github.com,repository,audio_voice_asr,B_operational_primary,medium,captured_from_archive,1,01_research_cards/012_voice_audio_training_stack.md,- https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI
SRC-0092,"P1,Audio/Voice,RVC WebUI,","https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Retrieval-based",github.com,repository,audio_voice_asr,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P1,Audio/Voice,RVC WebUI,https://github.com/RVC-Project/Retrieval-based-Voice-Conversion-WebUI,Retrieval-based voice conversion,""VC model training, feature retrieval index"",Consumer viable; small clean datasets can wo..."
SRC-0093,"P1,Audio/TTS,F5-TTS,",https://github.com/SWivid/F5-TTS,github.com,repository,audio_voice_asr,B_operational_primary,medium,captured_from_archive,2,01_research_cards/012_voice_audio_training_stack.md | 02_tables/training_research_index.csv,- https://github.com/SWivid/F5-TTS
SRC-0094,Sentence Transformers repo,https://github.com/UKPLab/sentence-transformers,github.com,repository,rag_embeddings_retrieval,B_operational_primary,medium,captured_from_archive,2,01_research_cards/018_embedding_reranker_training_sentence_transformers_flagembedding.md | 02_tables/training_research_index.csv,- Sentence Transformers repo: https://github.com/UKPLab/sentence-transformers
SRC-0095,Conformal prediction notebooks,https://github.com/aangelopoulos/conformal-prediction,github.com,repository,ml_theory_foundations,B_operational_primary,medium,captured_from_archive,1,06_sources/source_log_pass_12_statistical_learning.md,- Conformal prediction notebooks: https://github.com/aangelopoulos/conformal-prediction
SRC-0096,mergekit repo,https://github.com/arcee-ai/mergekit,github.com,repository,general_reference,B_operational_primary,medium,captured_from_archive,4,01_research_cards/069_adapter_merging_deployment.md | 01_research_cards/077_model_merging_mergekit_task_arithmetic.md | 06_sources/source_log_pass_06.md | 06_sources/source_log_pass_07.md,- mergekit repo: https://github.com/arcee-ai/mergekit
SRC-0097,Distilabel GitHub,https://github.com/argilla-io/distilabel,github.com,repository,data_quality_provenance,B_operational_primary,medium,captured_from_archive,2,01_research_cards/054_synthetic_instruction_data_distillation_self_instruct.md | 06_sources/source_log_pass_05.md,- Distilabel GitHub: https://github.com/argilla-io/distilabel
SRC-0098,Axolotl repo,https://github.com/axolotl-ai-cloud/axolotl,github.com,repository,llm_post_training,B_operational_primary,medium,captured_from_archive,9,01_research_cards/001_training_landscape_overview.md | 01_research_cards/002_llm_bot_training_stack.md | 01_research_cards/005_axolotl_trl_torchtune_card.md | 01_research_cards/017_axolotl_trl_torchtune_deep_dive.md | 01_research_cards/070_consumer_gpu_training_presets.md | 02_tables/training_research_index.csv | 02_tables/training_tool_matrix_pass_02.csv | 06_sources/source_log_pass_02.md | 06_sources/source_log_pass_06.md,- https://github.com/axolotl-ai-cloud/axolotl
SRC-0099,BEIR repo,https://github.com/beir-cellar/beir,github.com,repository,rag_embeddings_retrieval,B_operational_primary,medium,captured_from_archive,3,01_research_cards/068_retriever_training_rag_finetuning.md | 01_research_cards/072_evaluation_gates_release_checklist.md | 06_sources/source_log_pass_06.md,- BEIR repo: https://github.com/beir-cellar/beir
SRC-0100,Repo,https://github.com/bghira/SimpleTuner,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_chat_and_archive,15,01_research_cards/001_training_landscape_overview.md | 01_research_cards/006_image_training_stack.md | 01_research_cards/007_simpletuner_card.md | 01_research_cards/010_video_training_stack.md | 01_research_cards/019_simpletuner_diffusion_deep_dive.md | 01_research_cards/029_consumer_hardware_vram_math.md | 01_research_cards/038_video_lora_dataset_motion_pipeline.md | 01_research_cards/070_consumer_gpu_training_presets.md | 01_research_cards/085_pass_09_index.md | 02_tables/training_research_index.csv | 02_tables/training_tool_matrix_pass_02.csv | 06_sources/source_log_pass_02.md,- https://github.com/bghira/SimpleTuner
SRC-0101,SimpleTuner dataloader docs,https://github.com/bghira/SimpleTuner/blob/main/documentation/DATALOADER.md,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,3,01_research_cards/056_image_lora_captioning_tagging_toolchain.md | 01_research_cards/057_video_dataset_preparation_wan_ltx_diffusion_loras.md | 06_sources/source_log_pass_05.md,- SimpleTuner dataloader docs: https://github.com/bghira/SimpleTuner/blob/main/documentation/DATALOADER.md
SRC-0102,Options docs,https://github.com/bghira/SimpleTuner/blob/main/documentation/OPTIONS.md,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,6,01_research_cards/019_simpletuner_diffusion_deep_dive.md | 01_research_cards/057_video_dataset_preparation_wan_ltx_diffusion_loras.md | 01_research_cards/071_diffusion_lora_presets_image_video.md | 06_sources/source_log_pass_02.md | 06_sources/source_log_pass_05.md | 06_sources/source_log_pass_06.md,- Options docs: https://github.com/bghira/SimpleTuner/blob/main/documentation/OPTIONS.md
SRC-0103,SimpleTuner FLUX quickstart,https://github.com/bghira/SimpleTuner/blob/main/documentation/quickstart/FLUX.md,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,4,01_research_cards/019_simpletuner_diffusion_deep_dive.md | 01_research_cards/085_pass_09_index.md | 06_sources/source_log_pass_02.md | 06_sources/source_log_pass_09.md,- https://github.com/bghira/SimpleTuner/blob/main/documentation/quickstart/FLUX.md
SRC-0104,"P0,Image LoRA,FLUX.1,","https://github.com/bghira/SimpleTuner/blob/main/documentation/quickstart/FLUX.md,image",github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P0,Image LoRA,FLUX.1,https://github.com/bghira/SimpleTuner/blob/main/documentation/quickstart/FLUX.md,image LoRA/full,LoRA with quant/offload,Possible but RAM-heavy; 16GB requires care,current/high-motion,Advanced qua..."
SRC-0105,bitsandbytes,https://github.com/bitsandbytes-foundation/bitsandbytes,github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,3,01_research_cards/029_consumer_hardware_vram_math.md | 01_research_cards/031_quantization_training_inference_map.md | 06_sources/source_log_pass_03.md,- bitsandbytes: https://github.com/bitsandbytes-foundation/bitsandbytes
SRC-0106,"P2,LLM/Bot,bitsandbytes,","https://github.com/bitsandbytes-foundation/bitsandbytes,Quantized",github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P2,LLM/Bot,bitsandbytes,https://github.com/bitsandbytes-foundation/bitsandbytes,Quantized optimizers and 8/4-bit training support,""8-bit optimizers, quantization"",Critical for QLoRA on consumer GPUs,Current/dependency..."
SRC-0107,Black Forest Labs FLUX.2 official repo,https://github.com/black-forest-labs/flux2,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/085_pass_09_index.md | 06_sources/source_log_pass_09.md,- Black Forest Labs FLUX.2 official repo: https://github.com/black-forest-labs/flux2
SRC-0108,"P0,Image LoRA,FLUX.2 Klein,","https://github.com/black-forest-labs/flux2,image",github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P0,Image LoRA,FLUX.2 Klein,https://github.com/black-forest-labs/flux2,image generation/editing LoRA target,LoRA via AI Toolkit/musubi-tuner,Promising for 16GB-24GB depending variant,March 2026 frontier,Priority watch/..."
SRC-0109,AutoAWQ GitHub,https://github.com/casper-hansen/AutoAWQ,github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,3,01_research_cards/078_quantization_export_gguf_gptq_awq_bitsandbytes.md | 02_tables/quantization_export_matrix_pass_07.csv | 06_sources/source_log_pass_07.md,- AutoAWQ GitHub: https://github.com/casper-hansen/AutoAWQ
SRC-0110,cleanlab GitHub,https://github.com/cleanlab/cleanlab,github.com,repository,data_quality_provenance,B_operational_primary,medium,captured_from_archive,2,01_research_cards/053_data_cleaning_dedup_pii_dataset_triage.md | 06_sources/source_log_pass_05.md,- cleanlab GitHub: https://github.com/cleanlab/cleanlab
SRC-0111,fluxgym,https://github.com/cocktailpeanut/fluxgym,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/006_image_training_stack.md | 01_research_cards/009_onetrainer_fluxgym_legacy_card.md,- https://github.com/cocktailpeanut/fluxgym
SRC-0112,"P1,Image,FluxGym,","https://github.com/cocktailpeanut/fluxgym,FLUX",github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P1,Image,FluxGym,https://github.com/cocktailpeanut/fluxgym,FLUX LoRA with simple Gradio-style UI,LoRA via kohya/sd-scripts style backend,Good beginner UI for older Flux-class workflow; narrower scope,Useful/narrow,Goo..."
SRC-0113,DeepEval,https://github.com/confident-ai/deepeval,github.com,repository,evaluation_benchmarking,B_operational_primary,medium,captured_from_archive,4,01_research_cards/036_evaluation_frameworks_lm_eval_opencompass_ragas_deepeval.md | 01_research_cards/079_eval_harness_private_benchmarks.md | 06_sources/source_log_pass_03.md | 06_sources/source_log_pass_07.md,- DeepEval: https://github.com/confident-ai/deepeval
SRC-0114,JoyCaption,https://github.com/fpgaminer/joycaption,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/037_image_lora_dataset_captioning_pipeline.md | 06_sources/source_log_pass_03.md,- JoyCaption: https://github.com/fpgaminer/joycaption
SRC-0115,llama.cpp GitHub,https://github.com/ggml-org/llama.cpp,github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,3,01_research_cards/078_quantization_export_gguf_gptq_awq_bitsandbytes.md | 01_research_cards/081_deployment_formats_and_adapter_release.md | 06_sources/source_log_pass_07.md,- llama.cpp GitHub: https://github.com/ggml-org/llama.cpp
SRC-0116,"P2,LLM/Bot,llama.cpp finetune/export path,","https://github.com/ggml-org/llama.cpp,GGUF",github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P2,LLM/Bot,llama.cpp finetune/export path,https://github.com/ggml-org/llama.cpp,GGUF inference; limited training/conversion utilities,Usually inference/export not primary training,""Consumer essential for deployment, l..."
SRC-0117,llama.cpp quantize docs,https://github.com/ggml-org/llama.cpp/blob/master/tools/quantize/README.md,github.com,repository_documentation,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,5,01_research_cards/031_quantization_training_inference_map.md | 01_research_cards/078_quantization_export_gguf_gptq_awq_bitsandbytes.md | 02_tables/quantization_export_matrix_pass_07.csv | 06_sources/source_log_pass_03.md | 06_sources/source_log_pass_07.md,- llama.cpp quantize docs: https://github.com/ggml-org/llama.cpp/blob/master/tools/quantize/README.md
SRC-0118,LLaVA custom fine-tuning docs,https://github.com/haotian-liu/LLaVA/blob/main/docs/Finetune_Custom_Data.md,github.com,repository_documentation,vlm_multimodal,B_operational_primary,medium,captured_from_archive,2,01_research_cards/045_vlm_training_qwen_llava_bridge.md | 06_sources/source_log_pass_04.md,- https://github.com/haotian-liu/LLaVA/blob/main/docs/Finetune_Custom_Data.md
SRC-0119,Repo,https://github.com/hiyouga/LLaMA-Factory,github.com,repository,llm_post_training,B_operational_primary,medium,captured_from_archive,9,01_research_cards/001_training_landscape_overview.md | 01_research_cards/002_llm_bot_training_stack.md | 01_research_cards/003_llamafactory_deep_card.md | 01_research_cards/016_llamafactory_deep_dive.md | 01_research_cards/070_consumer_gpu_training_presets.md | 02_tables/training_research_index.csv | 02_tables/training_tool_matrix_pass_02.csv | 06_sources/source_log_pass_02.md | 06_sources/source_log_pass_06.md,- https://github.com/hiyouga/LLaMA-Factory
SRC-0120,LLaMA-Factory data README,https://github.com/hiyouga/LLaMA-Factory/blob/main/data/README.md,github.com,repository_documentation,llm_post_training,B_operational_primary,medium,captured_from_archive,3,01_research_cards/052_llm_dataset_formats_chat_templates.md | 01_research_cards/055_preference_dataset_construction_dpo_orpo_kto_rlaif.md | 06_sources/source_log_pass_05.md,- LLaMA-Factory data README: https://github.com/hiyouga/LLaMA-Factory/blob/main/data/README.md
SRC-0121,LlamaFactory,https://github.com/hiyouga/LlamaFactory,github.com,repository,llm_post_training,B_operational_primary,medium,captured_from_chat_and_archive,1,CHAT_VISIBLE_SUMMARY,Pass 02 chat citation; LLaMA-Factory as LLM training multitool.
SRC-0122,"P2,LLM/Bot,Accelerate,","https://github.com/huggingface/accelerate,Device/distributed",github.com,repository,deployment_mlops_tracking,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P2,LLM/Bot,Accelerate,https://github.com/huggingface/accelerate,Device/distributed training launcher,Single/multi-GPU launcher,""Core for trainers, not user-facing"",Current/dependency,Explain environment layer,Official HF"
SRC-0123,AutoTrain Advanced GitHub,https://github.com/huggingface/autotrain-advanced,github.com,repository,deployment_mlops_tracking,B_operational_primary,medium,captured_from_archive,2,01_research_cards/044_autotrain_low_code_training_bridge.md | 06_sources/source_log_pass_04.md,- https://github.com/huggingface/autotrain-advanced
SRC-0124,"P1,Data,Hugging Face Datasets,",https://github.com/huggingface/datasets,github.com,repository,data_quality_provenance,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P1,Data,Hugging Face Datasets,https://github.com/huggingface/datasets,""Dataset loading, processing, streaming"",Not trainer; data backbone,Easy; CPU/RAM/storage constraints more than VRAM,Current/core,Dataset chapter b..."
SRC-0125,Diffusers Flux training notes,https://github.com/huggingface/diffusers/blob/main/examples/advanced_diffusion_training/README_flux.md,github.com,repository_documentation,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/071_diffusion_lora_presets_image_video.md | 06_sources/source_log_pass_06.md,- Diffusers Flux training notes: https://github.com/huggingface/diffusers/blob/main/examples/advanced_diffusion_training/README_flux.md
SRC-0126,"P1,Image,Hugging Face Diffusers training scripts,",https://github.com/huggingface/diffusers/tree/main/examples,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_archive,2,01_research_cards/006_image_training_stack.md | 02_tables/training_research_index.csv,- https://github.com/huggingface/diffusers/tree/main/examples
SRC-0127,peft,https://github.com/huggingface/peft,github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,2,01_research_cards/002_llm_bot_training_stack.md | 01_research_cards/005_axolotl_trl_torchtune_card.md,- https://github.com/huggingface/peft
SRC-0128,"P2,LLM/Bot,PEFT,","https://github.com/huggingface/peft,Parameter-efficient",github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,1,02_tables/training_research_index.csv,"P2,LLM/Bot,PEFT,https://github.com/huggingface/peft,Parameter-efficient fine-tuning backend,""LoRA, IA3, prompt tuning, etc."",Core dependency; consumer-friendly through adapters,Current/library,Conceptual backbone,Offi..."
SRC-0129,PEFT LoRA config notes,https://github.com/huggingface/peft/blob/main/src/peft/tuners/lora/config.py,github.com,repository,peft_adapters_quantization,B_operational_primary,medium,captured_from_archive,1,01_research_cards/065_dora_rslora_practical_notes.md,- PEFT LoRA config notes: https://github.com/huggingface/peft/blob/main/src/peft/tuners/lora/config.py
SRC-0130,Transformers gradient checkpointing docs,https://github.com/huggingface/transformers/blob/main/docs/source/en/grad_checkpointing.md,github.com,repository_documentation,optimization_training_dynamics,B_operational_primary,medium,captured_from_archive,3,01_research_cards/192_gradient_checkpointing__activation_recomputation.md | 01_research_cards/197_transformer_training_stability_prenorm_attention_and_context.md | 06_sources/PASS_14_SOURCE_ANCHORS.md,- Transformers gradient checkpointing docs: https://github.com/huggingface/transformers/blob/main/docs/source/en/grad_checkpointing.md
SRC-0131,TRL repo/docs,https://github.com/huggingface/trl,github.com,repository,llm_post_training,B_operational_primary,medium,captured_from_archive,12,01_research_cards/001_training_landscape_overview.md | 01_research_cards/002_llm_bot_training_stack.md | 01_research_cards/005_axolotl_trl_torchtune_card.md | 01_research_cards/017_axolotl_trl_torchtune_deep_dive.md | 01_research_cards/055_preference_dataset_construction_dpo_orpo_kto_rlaif.md | 01_research_cards/074_rlhf_rlaif_reward_modeling_consumer_limits.md | 01_research_cards/075_dpo_orpo_kto_grpo_selection_rules.md | 02_tables/post_training_method_matrix_pass_07.csv | 02_tables/training_research_index.csv | 02_tables/training_tool_matrix_pass_02.csv | 06_sources/source_log_pass_02.md | 06_sources/source_log_pass_07.md,- https://github.com/huggingface/trl
SRC-0132,Repo,https://github.com/kohya-ss/musubi-tuner,github.com,repository,diffusion_image_video_training,B_operational_primary,medium,captured_from_chat_and_archive,18,01_research_cards/001_training_landscape_overview.md | 01_research_cards/010_video_training_stack.md | 01_research_cards/011_musubi_tuner_card.md | 01_research_cards/022_musubi_tuner_wan_hunyuan_video_deep_dive.md | 01_research_cards/029_consumer_hardware_vram_math.md | 01_research_cards/038_video_lora_dataset_motion_pipeline.md | 01_research_cards/057_video_dataset_preparation_wan_ltx_diffusion_loras.md | 01_research_cards/070_consumer_gpu_training_presets.md | 01_research_cards/071_diffusion_lora_presets_image_video.md | 01_research_cards/085_pass_09_index.md | 02_tables/training_research_index.csv | 02_tables/training_tool_matrix_pass_02.csv,- https://github.com/kohya-ss/musubi-tuner
